variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
pre6,.2769022723051097,.2754753558519162,1.005179833414792,.3148102639830577,-.2630195037930013,.8168240484032208
pre5,-.2694147509156781,.3926421459420388,-.6861585127834154,.4926131562599118,-1.038979215774594,.5001497139432376
pre4,-.3403292440811459,.3936557437754965,-.8645351921379231,.3872939565614141,-1.111880324188447,.4312218360261548
pre3,-.3688340437240808,.4277644539253972,-.8622363086494466,.3885574932435501,-1.207236967284303,.469568879836141
pre2,-.0695066017022738,.3257155947455827,-.2133966037351254,.8310176293266016,-.7078974366066595,.568884233202112
post0,.1440650051830066,.4200242635901953,.3429921022933246,.7316044016332541,-.6791674240867345,.9672974344527476
post1,.1612224687440303,.4541706991030395,.3549821004799192,.7226030008642383,-.7289357443313049,1.051380681819365
post2,-.0610566218952791,.4078992452570747,-.1496855476082059,.8810127110446886,-.8605244519202159,.7384112081296578
post3,.5949601816045939,.3952636940040684,1.505223451153776,.1322666378915439,-.1797424230396406,1.369662786248828
post4,-.0805344124509431,.7762423772633802,-.1037490541741161,.9173684970695327,-1.601941515160921,1.440872690259035
post5,-.1517967932057854,.4845187417571534,-.3132939556791547,.754057341834163,-1.101436076884469,.7978424904728982
post6,-.2558674123394702,.5145307429996505,-.4972830405580721,.6189894695619478,-1.26432913755742,.7525943128784793
