variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
pre39,1.09477351596205,4.648708873509454,.2355005541862576,.8138202487688162,-8.016528450728245,10.20607548265234
pre38,.8350653265523234,5.394682120479419,.1547941672748852,.8769835896264291,-9.738317337629505,11.40844799073415
pre37,-.1474274966510407,3.387883143657387,-.0435161103260148,.9652901225075817,-6.787556442049857,6.492701448747775
pre36,.7027617345022559,3.2870222147172,.2137989002190903,.8307038826241806,-5.739683422726539,7.145206891731052
pre35,.3068515118614104,3.542161555481794,.0866283220161237,.9309669528077236,-6.635657564305282,7.249360588028102
pre34,.6269216660222005,.3652162859550959,1.71657642370111,.0860565932506608,-.088889101017269,1.34273243306167
pre33,.3084186589374344,.3600043113881845,.8567082370435103,.3916061499223826,-.3971768256625498,1.014014143537419
pre32,.1910765356765835,.3247962849258796,.5882965555476974,.5563332571670725,-.4455124850905501,.8276655564437172
pre31,.2789897765902355,.2761370201737663,1.010330945175964,.3123367599812027,-.2622288377485568,.8202083909290278
pre30,.1294103688174335,.2848896367693912,.4542473720172102,.6496507904287896,-.428963058819271,.687783796454138
pre29,.1511288173953879,.2496721974864227,.6053089567716339,.544973731243949,-.3382196976189724,.6404773324097481
pre28,.248979434235428,.2712489623567816,.917900043090075,.3586711990988526,-.2826587628277248,.7806176312985809
pre27,.000479928862709,.2606503952713277,.0018412742563057,.9985308765288159,-.5103854584252225,.5113453161506405
pre26,-.0551314783505853,.2549895724214496,-.2162107172738161,.8288234999422825,-.5549018567298943,.4446389000287237
pre25,.0898975615761776,.2680508644091147,.335375010911999,.7373422159329147,-.4354724786905165,.6152676018428717
pre24,.1998851584153453,.2574795757859283,.7763146175972121,.4375632442614374,-.3047655368797255,.704535853710416
pre23,-.0045958616015324,.2462877553272496,-.018660536312192,.9851119102294387,-.4873109918761545,.4781192686730897
pre22,.375399855774984,.2494406189584433,1.504966822735175,.1323326067086202,-.1134947736649439,.8642944852149119
pre21,-.0566981390721877,.259235429542339,-.2187129250515027,.826873680001564,-.5647902444919428,.4513939663475675
pre20,-.0041876854502978,.2504472086843293,-.0167208309978654,.9866593287504786,-.4950551945001702,.4866798235995746
pre19,.0166774355484565,.2268306156139664,.0735237415078004,.9413893522086794,-.4279024016459664,.4612572727428794
pre18,.0715916897200873,.2700381251081795,.2651169707662837,.7909193541989011,-.4576733099446659,.6008566893848405
pre17,.1758198765418118,.23591876985075,.7452559906659453,.4561169805841812,-.286572415642652,.6382121687262756
pre16,.0454516768181931,.2435950431905811,.1865870348709564,.8519844328954919,-.4319858346478248,.5228891882842109
pre15,.0509451424961627,.2532910958809146,.2011327809174732,.8405947502569668,-.4454962830351115,.5473865680274369
pre14,.1777235254363278,.2433536222109226,.7303097600178269,.4652008637067467,-.299240809604447,.6546878604771026
pre13,.1144866357256644,.2328173989359911,.4917443294568394,.6229000961344061,-.341827081163172,.5708003526145008
pre12,.1658264826155212,.2434168100725302,.6812449911167201,.4957164839906241,-.3112616983582646,.642914663589307
pre11,.1490366767848314,.2205791352478553,.675660808160143,.4992560244570048,-.2832904840419546,.5813638376116174
pre10,.1328345850715588,.2482605498179947,.5350611894195142,.5926075459897846,-.3537471513538226,.6194163214969403
pre9,.2595395321904841,.2347032930016897,1.105819730397287,.2688045533140691,-.2004704691457795,.7195495335267477
pre8,.0876049590223338,.2208098598569928,.3967438731181254,.6915563436362568,-.3451744137287087,.5203843317733763
pre7,.2948301069977206,.2452125472798826,1.202345109449906,.2292298464904075,-.1857776542281744,.7754378682236156
pre6,.1712403769691865,.2177970988758339,.7862380989143047,.4317280096432197,-.255634092764757,.59811484670313
pre5,.0355866121483379,.224372318926743,.1586051805256639,.8739799469966936,-.404175052075813,.4753482763724888
pre4,.0763533864169917,.212973354279839,.3585114517033254,.7199605994562982,-.341066717638182,.4937734904721654
pre3,.2523033694510719,.2046270045937051,1.232991559212969,.2175789133606626,-.1487581898169023,.6533649287190461
pre2,.0545304950512116,.2153216585945172,.2532513236576013,.8000740082703337,-.3674922008854714,.4765531909878946
post0,.4163323219521654,.1840174635117912,2.262460931733734,.0236689400041797,.0556647209426412,.7769999229616896
post1,.3807887929455409,.1967188171979173,1.935700907363794,.0529043432752526,-.0047730038436956,.7663505897347773
post2,.1362221542096974,.2250185065253801,.605382003076857,.5449252061710981,-.3048060144350387,.5772503228544335
post3,.1072321996719539,.2217170606659121,.4836443318790591,.6286383068882211,-.3273252539913161,.5417896533352239
post4,.221404860311269,.2272411089691799,.9743169328631357,.3298991996672626,-.2239795290752655,.6667892496978034
post5,.3311768924674631,.2252261956657574,1.470419066878614,.1414482904898993,-.1102583394123925,.7726121243473187
post6,.2680545810877547,.2387043392188849,1.122956465579608,.2614559842744814,-.1997973267346916,.7359064889102011
post7,.1429093837584251,.3013616490516681,.4742122436883913,.6353485632198416,-.4477485947044437,.7335673622212939
post8,.3889242998532454,.31472669969405,1.235752480584977,.2165505833614952,-.2279286965202458,1.005777296226737
post9,.0683614285142584,.4141157828257815,.165078056305374,.868882544572175,-.743290591253884,.8800134482824008
post10,.3137566689819796,.5076469131276836,.6180608231199141,.5365352457735203,-.6812129976112137,1.308726335575173
post11,-.0308111869765746,.5663090385112769,-.054407019632905,.9566108862821278,-1.140756506578184,1.079134132625035
post12,.8219800575575793,2.581167646028965,.3184527974469875,.7501414944764139,-4.237015566719222,5.88097568183438
post13,.7731898878254003,2.609883027449482,.2962546135950787,.7670356440397291,-4.342086849837945,5.888466625488745
post14,.723179485716081,2.62938269143803,.275037744817803,.783287239950978,-4.430315891075453,5.876674862507614
post15,.7017309451477645,2.578023672527731,.2721972465286648,.7854703588895317,-4.351102604298269,5.754564494593799
post16,.3364722434196493,2.588621485511069,.1299812449610492,.8965812651489184,-4.737132637788618,5.410077124627917
post17,.4678082426697912,2.60713376043136,.1794339246300852,.8575969956252482,-4.64208003065415,5.577696515993734
post18,.4855078507718913,2.5209166225477,.1925917923779745,.8472786733251729,-4.455397937449953,5.426413638993735
post19,18.1107657698112,4.128481185826361,4.386786557726828,.0000115037576503,10.01909133474032,26.20244020488208
post20,19.03827538194333,6.621974585340459,2.875014867029198,.0040400847418747,6.059443688136472,32.01710707575019
post21,17.02954522824194,5.95988569406614,2.857361047242419,.0042717962483063,5.348383915896802,28.71070654058708
post22,17.38371703616547,8.65109330328319,2.009424292021929,.044492156166738,.4278857348347742,34.33954833749617
