variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
pre12,.1880475288623733,.0915251021486306,2.054600589868741,.0399175986544863,.0086616249697077,.3674334327550389
pre11,-.1081566157680118,.1202329244246721,-.8995590541072943,.3683549556504225,-.3438088173962952,.1274955858602716
pre10,.1148646553612623,.1037250810336113,1.10739518558719,.2681231065334821,-.0884327677581145,.3181620784806391
pre9,-.0340027554924435,.1210640680283702,-.2808657931804777,.778813338055526,-.271283968649956,.203278457665069
pre8,-.0365325774708087,.1104632994731635,-.3307214038060136,.7408549333522778,-.2530366660516714,.179971511110054
pre7,.1479214041884014,.1025733332252657,1.442103903005129,.1492730641746982,-.0531186347073451,.3489614430841479
pre6,-.1232700713176206,.1036902273036665,-1.188830177376434,.2345065003739876,-.3264991823815786,.0799590397463374
pre5,-.0847476077425589,.0989982927227209,-.8560512046397007,.3919694571624183,-.2787806960100455,.1092854805249277
pre4,-.0891810660674586,.1098340955095102,-.8119615830927169,.416813675701467,-.3044519375406311,.1260898054057139
pre3,.0180870460882846,.1003728133735145,.1801986561936627,.8569966133669074,-.178640053150764,.2148141453273332
pre2,-.1236978786560934,.1103921945111825,-1.120531023083911,.2624875401042416,-.3400626040723512,.0926668467601644
post0,.1842956390002492,.1107928332110854,1.663425635565474,.096227265113536,-.0328543238386312,.4014456018391296
post1,-.0829290606401563,.1504726556783911,-.5511237923347524,.5815488165475701,-.3778500464278993,.2119919251475866
post2,.3218840837813783,.1079662645023381,2.981339451402502,.0028699048361764,.1102740938114702,.5334940737512863
post3,.3265339440944414,.1301203473642325,2.509476424777814,.012091028619237,.0715027496047044,.5815651385841785
post4,-.1051387922768399,.1480800006998046,-.7100134507021153,.4776957951627439,-.3953702604791229,.185092675925443
post5,.1432501451664283,.1316050440328925,1.088485218929947,.2763809583590303,-.1146910013218488,.4011912916547055
post6,.0124534406491895,.1365118086272991,.0912261054513573,.9273129322855835,-.255104787724741,.28001166902312
post7,.0171486900822525,.1337810168608445,.1281847790115852,.8980027452830227,-.2450572847801483,.2793546649446533
post8,-.0388447850283073,.1475048386538507,-.2633458358573869,.7922840341609444,-.3279489563352463,.2502593862786317
post9,-.031602424042389,.1562471966184059,-.2022591427324607,.8397141391986781,-.3378413020998129,.2746364540150349
post10,-.1784077838581785,.1543248921667903,-1.156053189820862,.2476594012614619,-.480879014423115,.124063446706758
post11,.1811016255571829,.1500683278142544,1.206794452866428,.2275113128733785,-.1130268921789062,.475230143293272
post12,.0559415676913166,.1582746259828496,.3534462163087237,.7237539431075397,-.2542709989016161,.3661541342842493
