variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
imput,.1580279175888878,.2140902330149947,.7381369778686711,.4604312151674442,-.2615812285622898,.5776370637400654
apt,8864267.654517666,2129425057542.87,4.16275164187e-06,.9999966786047345,-4173587556293.503,4173605284828.812
att,.0017875770809238,.0022122659836417,.8080299087640523,.4190733648176693,-.002548384571237,.0061235387330846
scale,.0113117802740033,.0016432130848128,6.883939994484712,5.82194062413e-12,.0080911418088453,.0145324187391613
