variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
pre78,2.673838903275154,6.912617400097859,.3868055685010575,.6989001544485777,-10.87464223982155,16.22232004637186
pre77,1.592345686033024,.8337869565887444,1.909775241085272,.0561621584397104,-.0418467196601762,3.226538091726225
pre76,2.822061957834593,7.619853687412293,.3703564495597247,.7111169185487493,-12.11257683695823,17.75670075262741
pre75,.5108539652581674,.4214476976907847,1.212140837539893,.2254584737429585,-.3151683435830951,1.33687627409943
pre74,1.134169806786961,6.717142589397972,.1688470643122988,.8659169377823225,-12.03118774745318,14.2995273610271
pre73,1.888454165692492,6.572585991833601,.2873228540545358,.7738651250659954,-10.99357766359383,14.77048599497882
pre72,2.617346511000681,7.104406715232914,.3684116937433631,.7125662793608143,-11.30703478238034,16.5417278043817
pre71,2.294069952223717,6.10040107547334,.3760523158792008,.7068780031563198,-9.66249644695344,14.25063635140087
pre70,3.139990373518056,6.962156465559169,.4510083031099856,.6519835647015442,-10.50558555371059,16.7855663007467
pre69,-.1157568528459779,1.145405784519234,-.1010618720548587,.9195013447275004,-2.360710938187523,2.129197232495567
pre68,1.107869511783783,1.07645964531404,1.029178861099414,.3033956337914291,-1.001952623842495,3.217691647410061
pre67,.9057452546076799,.9308306178121059,.9730505607310291,.3305281737973512,-.9186492320112152,2.730139741226575
pre66,.6175544834764329,.9910985683273941,.6231009742236187,.5332181695705651,-1.324963015574469,2.560071982527335
pre65,1.65160903333183,.9004227212994692,1.834259614137975,.0666154660053386,-.113187071276676,3.416405137940336
pre64,.5727993952217628,.7130314603646825,.8033297646204876,.4217841586033375,-.8247165869370138,1.97031537738054
pre63,.4960218790140392,.673088134814041,.7369345162369841,.461162172599184,-.8232066236427216,1.8152503816708
pre62,.3839297818743516,.5673196719809739,.6767432910156999,.4985688442026013,-.7279963429294343,1.495855906678138
pre61,1.300848552470007,.8718428410055719,1.492067711388931,.1356813954264162,-.4079320160799942,3.009629121020009
