variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
imput,.0733688698249152,.0899949739288501,.8152551928391081,.4149262509383654,-.1030180378652521,.2497557775150825
apt,3394755.048591439,559056.9438758246,6.072288495437181,1.26100125634e-09,2299023.573287793,4490486.523895086
att,.0261184205751055,.0299979664631284,.8706730373610017,.3839327044762478,-.0326765133020666,.0849133544522776
scale,.3559877729810142,.0385725263763157,9.229049959237258,2.73042831403e-20,.2803870104907142,.4315885354713141
