variable,coefficient,std_error,t_statistic,p_value,lower_ci,upper_ci
pre12,.1853238913178675,.1524756834725581,1.215432435501896,.2242012033564306,-.1135229568064756,.4841707394422106
pre11,.0192176929959527,.1917449187894293,.1002253051464546,.9201654565587774,-.3565954420498861,.3950308280417915
pre10,-.0006169507778071,.2048219065361942,-.0030121327754465,.9975966693975975,-.4020605108335767,.4008266092779625
pre9,-.0849975214155434,.167168076411198,-.508455461355358,.6111339663478973,-.4126409305463312,.2426458877152444
pre8,-.2370194718534321,.1942101795895184,-1.220427643671383,.2223028033186816,-.617664429279944,.1436254855730798
pre7,.3622285994166199,.1357128927459381,2.669080233185594,.0076059278953822,.0962362173968341,.6282209814364057
pre6,-.2746115575815578,.1474706321086807,-1.862144032712755,.0625827907984211,-.5636486852919281,.0144255701288125
pre5,-.02777464047502,.1652768991355629,-.1680491382660729,.866544621973329,-.3517114102571824,.2961621293071425
pre4,.1274896124467836,.1404628537939184,.9076393438070919,.3640688004056017,-.1478125221550118,.402791747048579
pre3,-.1721438572990351,.1803779640082015,-.9543508168836411,.3399060931935579,-.5256781703597722,.1813904557617019
pre2,-.1828344159112332,.1799664257490978,-1.015936251165725,.3096597446663694,-.5355621288058666,.1698932969834002
post0,.3010050519507149,.2153055001970048,1.398036983148572,.162101961657143,-.1209859741087959,.7229960780102258
post1,.1064342810887124,.2018037255966341,.5274148471443662,.597905535348218,-.2890937530266943,.5019623152041192
post2,.0592958711130747,.1868355041853925,.3173693959914428,.7509633262650364,-.3068949881236771,.4254867303498265
post3,.2462719990857859,.217296086362754,1.133347605141215,.2570683076482296,-.179620504166717,.6721645023382888
post4,-.0478603481044398,.2458057437741282,-.1947080136110198,.8456215380291563,-.5296307530948117,.4339100568859321
post5,.4284780840103098,.2540812904227842,1.686381879190452,.0917222693936978,-.069512094363809,.9264682623844285
post6,-.408141158999651,.256045979083813,-1.594015107989849,.1109326510953035,-.9099820563902205,.0936997383909185
post7,.3295703806140348,.3033532574653717,1.086424399618177,.277291271458264,-.264991078611,.9241318398390697
post8,.0763967470858426,.2503298386827253,.3051843419380374,.7602257572434142,-.4142407209880207,.5670342151597059
post9,-.2748705006772341,.3020748520316454,-.909941687725924,.362853263098284,-.866926331294525,.3171853299400567
post10,-.0451007830988004,.2324119501401175,-.1940553533138457,.8461325399177309,-.5006198349501494,.4104182687525486
post11,-.0751339966565202,.2859947039515504,-.2627111468093775,.7927732245849846,-.635673316170754,.4854053228577135
post12,.0027244624922174,.2920436186078824,.0093289574523299,.9925566768452723,-.5696705118939837,.5751194368784184
