id_logradouro,logradouro,tipo_abrev,tipo,titulo_abrev,titulo,preposicao,nome
154997,RUA PARAZINHO,R,RUA,,,,PARAZINHO
NA,RUA VINHEDO,R,RUA,,,,VINHEDO
419800,VIA DE PEDESTRE SILENCIO,VP,VIA DE PEDESTRE,,,,SILENCIO
683167,RUA MARIA MARTA OLIVEIRA,R,RUA,,,,MARIA MARTA OLIVEIRA
682926,RUA RIO HIPIAUGUI,R,RUA,,,,RIO HIPIAUGUI
436232,RUA FLOR DE AMARILIS,R,RUA,,,,FLOR DE AMARILIS
729760,RUA ROSADOCAMPO,R,RUA,,,,ROSADOCAMPO
119059,AVENIDA LINEU DE PAULA MACHADO,AV,AVENIDA,,,,LINEU DE PAULA MACHADO
NA,RUA GOLFO DO ALASCA,R,RUA,,,,GOLFO DO ALASCA
063614,AVENIDA ELISIO TEIXEIRA LEITE,AV,AVENIDA,,,,ELISIO TEIXEIRA LEITE
647101,RUA MANUEL SOARES MADUREIRA,R,RUA,,,,MANUEL SOARES MADUREIRA
683477,RUA LOURENCO SIQUEIRA PRETO,R,RUA,,,,LOURENCO SIQUEIRA PRETO
683361,RUA CARANDAZINHO,R,RUA,,,,CARANDAZINHO
476021,PRACA CRISTA,PC,PRACA,,,,CRISTA
095680,RUA ITAPUA,R,RUA,,,,ITAPUA
379727,RUA SEBASTIANA REGINALDO SOUTELO,R,RUA,,,,SEBASTIANA REGINALDO SOUTELO
685720,TRAVESSA MANOEL CIRILO VITORIO,TV,TRAVESSA,,,,MANOEL CIRILO VITORIO
090085,RUA IGATI,R,RUA,,,,IGATI
267929,RUA ERNESTO BOTTONI,R,RUA,,,,ERNESTO BOTTONI
761001,RUA MARTIM SOARES MORENO,R,RUA,,,,MARTIM SOARES MORENO
029092,RUA BARTOLOMEU BUENO,R,RUA,,,,BARTOLOMEU BUENO
713333,RUA INGARANA,R,RUA,,,,INGARANA
010138,RUA AMARO CAVALHEIRO,R,RUA,,,,AMARO CAVALHEIRO
712639,RUA CACHOEIRA DOS ANTUNES,R,RUA,,,,CACHOEIRA DOS ANTUNES
692891,TRAVESSA ANUBIAS,TV,TRAVESSA,,,,ANUBIAS
204684,PRACA AIRTON DE ABREU,PC,PRACA,,,,AIRTON DE ABREU
381969,RUA LUIS MENA,R,RUA,,,,LUIS MENA
682748,RUA SIMONE MARTINI,R,RUA,,,,SIMONE MARTINI
739014,RUA HULETIA,R,RUA,,,,HULETIA
690759,RUA MORRETES,R,RUA,,,,MORRETES
690660,RUA LUZINETE MARIA DA SILVA,R,RUA,,,,LUZINETE MARIA DA SILVA
082953,RUA GUAMIUMA,R,RUA,,,,GUAMIUMA
215899,RUA GALILEO EMENDABILI,R,RUA,,,,GALILEO EMENDABILI
306606,RUA CAETANO DO AMARAL,R,RUA,,,,CAETANO DO AMARAL
298000,RUA JOAO ALVARES CORREIA,R,RUA,,,,JOAO ALVARES CORREIA
118036,VIADUTO JULIO DE MESQUITA FILHO,VD,VIADUTO,,,,JULIO DE MESQUITA FILHO
115428,AVENIDA NORDESTINA,AV,AVENIDA,,,,NORDESTINA
761192,RUA JOSE PEREIRA CRUZ,R,RUA,,,,JOSE PEREIRA CRUZ
492477,PRACA JOSE PLACUCCI,PC,PRACA,,,,JOSE PLACUCCI
217115,RUA SATURNINO PEREIRA,R,RUA,,,,SATURNINO PEREIRA
NA,VIELA DOIS S NOVENTA E CINCO Q VINTE ZERO ZERO,VE,VIELA,,,,DOIS S NOVENTA E CINCO Q VINTE ZERO ZERO
200360,RUA ZACARIAS DE GOIS,R,RUA,,,,ZACARIAS DE GOIS
NA,VIELA QUATRO S 190 Q 2011,VE,VIELA,,,,QUATRO S 190 Q 2011
431800,TRAVESSA ANJO AZUL,TV,TRAVESSA,,,,ANJO AZUL
783935,RUA DO LAVRADOR,R,RUA,,,DO,LAVRADOR
132713,RUA MARIA JOSE,R,RUA,,,,MARIA JOSE
153869,RUA PANGARE,R,RUA,,,,PANGARE
723851,PRACA RODOLFO AMOEDO,PC,PRACA,,,,RODOLFO AMOEDO
000175,RUA ABAPORU,R,RUA,,,,ABAPORU
691208,RUA RICARDO NASCIMENTO,R,RUA,,,,RICARDO NASCIMENTO
NA,RUA SHANGRILA,R,RUA,,,,SHANGRILA
370878,AVENIDA ANTONIO RAMIRO DA SILVA,AV,AVENIDA,,,,ANTONIO RAMIRO DA SILVA
495654,RUA MARIO DE ANDRADE,R,RUA,,,,MARIO DE ANDRADE
626767,RUA LUIS FRANCA,R,RUA,,,,LUIS FRANCA
506982,RUA SEM DENOMINACAO J RIZZO,R,RUA,,,,SEM DENOMINACAO J RIZZO
611336,RUA ALVARO ABRANCHES,R,RUA,,,,ALVARO ABRANCHES
194123,RUA CARAIPE DAS AGUAS,R,RUA,,,,CARAIPE DAS AGUAS
660680,ALAMEDA CALCUTA,AL,ALAMEDA,,,,CALCUTA
NA,TRAVESSA PARTICULAR SEM DENOMINACAO,TVP,TRAVESSA PARTICULAR,,,,SEM DENOMINACAO
712833,RUA APARECIDA DO TABOADO,R,RUA,,,,APARECIDA DO TABOADO
238520,RUA PICO DA NEBLINA,R,RUA,,,,PICO DA NEBLINA
413488,RUA JOSEFINA MIRO,R,RUA,,,,JOSEFINA MIRO
452297,TRAVESSA BARRA DO BARAO,TV,TRAVESSA,,,,BARRA DO BARAO
027103,RUA BAETINGA,R,RUA,,,,BAETINGA
707414,RUA FELISBURGO,R,RUA,,,,FELISBURGO
249807,RUA ACAJURANA,R,RUA,,,,ACAJURANA
125539,RUA ARUMATIA,R,RUA,,,,ARUMATIA
004421,RUA ALARICO FRANCO CAIUBI,R,RUA,,,,ALARICO FRANCO CAIUBI
083682,AVENIDA GUARAPIRANGA,AV,AVENIDA,,,,GUARAPIRANGA
016322,AVENIDA ANTONIO CESAR NETO,AV,AVENIDA,,,,ANTONIO CESAR NETO
048470,RUA CHAMANTA,R,RUA,,,,CHAMANTA
753521,RUA GUARANI DOESTE,R,RUA,,,,GUARANI DOESTE
288624,RUA SEM DENOMINACAO,R,RUA,,,,SEM DENOMINACAO
397660,AVENIDA NAYLOR DE OLIVEIRA,AV,AVENIDA,,,,NAYLOR DE OLIVEIRA
019585,RUA APRAZIVEL,R,RUA,,,,APRAZIVEL
643980,RUA FRANCISCO BASILIO DE MELO,R,RUA,,,,FRANCISCO BASILIO DE MELO
040312,RUA IBIAPORA,R,RUA,,,,IBIAPORA
356123,VIADUTO PEDRO DE TOLEDO,VD,VIADUTO,,,,PEDRO DE TOLEDO
730858,RUA GUSTAVO GARCIA,R,RUA,,,,GUSTAVO GARCIA
165646,RUA PRADO,R,RUA,,,,PRADO
002151,PRACA ADOLFO CAVALCANTI,PC,PRACA,,,,ADOLFO CAVALCANTI
692417,RUA SIZENANDO ANTONIO DOS SANTOS,R,RUA,,,,SIZENANDO ANTONIO DOS SANTOS
421774,RUA CRISTIANO ARAUJO,R,RUA,,,,CRISTIANO ARAUJO
508527,RUA SEM DENOMINACAO,R,RUA,,,,SEM DENOMINACAO
632236,RUA PEDRO FERREIRA CIBRAO,R,RUA,,,,PEDRO FERREIRA CIBRAO
173487,RUA ROMA,R,RUA,,,,ROMA
077640,AVENIDA GARCIA DE AVILA,AV,AVENIDA,,,,GARCIA DE AVILA
102903,RUA JOAO FAVACHO,R,RUA,,,,JOAO FAVACHO
134627,RUA MARIO DALLARI,R,RUA,,,,MARIO DALLARI
NA,ACESSO SEIS,AC,ACESSO,,,,SEIS
685224,RUA RODOLFO PEREIRA LIMA,R,RUA,,,,RODOLFO PEREIRA LIMA
160199,AVENIDA DOS PEDROSOS,AV,AVENIDA,,,DOS,PEDROSOS
693030,RUA BOJABI,R,RUA,,,,BOJABI
692980,TRAVESSA CARLOS CHAVEZ,TV,TRAVESSA,,,,CARLOS CHAVEZ
283860,ESTRADA SEM DENOMINACAO,ES,ESTRADA,,,,SEM DENOMINACAO
410110,RUA AGARUM,R,RUA,,,,AGARUM
693120,TRAVESSA RAIMUNDO JOSE CABRAL,TV,TRAVESSA,,,,RAIMUNDO JOSE CABRAL
461059,AVENIDA FELIPE CARRILLO PUERTO,AV,AVENIDA,,,,FELIPE CARRILLO PUERTO
693200,TRAVESSA PAULO MENDES CAMPOS,TV,TRAVESSA,,,,PAULO MENDES CAMPOS
030775,RUA BELEM DO PARA,R,RUA,,,,BELEM DO PARA
696129,RUA ANDRE FRANCISCO XAVIER,R,RUA,,,,ANDRE FRANCISCO XAVIER
273449,RUA SEM DENOMINACAO,R,RUA,,,,SEM DENOMINACAO
053830,RUA CORREIO PAULISTANO,R,RUA,,,,CORREIO PAULISTANO
158208,VIA DE CIRCULACAO DE PEDESTRES SEM DENOMINACAO J CUPECE,VCP,VIA DE CIRCULACAO DE PEDESTRES,,,,SEM DENOMINACAO J CUPECE
776416,VILA TRES P SONIACRE,VL,VILA,,,,TRES P SONIACRE
493864,PASSARELA JERSON ANTONIO BRITO FILHO,PA,PASSARELA,,,,JERSON ANTONIO BRITO FILHO
187097,RUA TAGUATINGA,R,RUA,,,,TAGUATINGA
477311,RUA SHO YOSHIOKA,R,RUA,,,,SHO YOSHIOKA
210234,PRACA PEROLA BYINGTON,PC,PRACA,,,,PEROLA BYINGTON
011118,RUA AMERICO VESPUCCI,R,RUA,,,,AMERICO VESPUCCI
154679,AVENIDA PARANAGUA,AV,AVENIDA,,,,PARANAGUA
421766,RUA CLAUDIO CAVALCANTI,R,RUA,,,,CLAUDIO CAVALCANTI
329576,RUA PADUA,R,RUA,,,,PADUA
792772,RUA SIZENANDO DOLIVEIRA,R,RUA,,,,SIZENANDO DOLIVEIRA
183377,RUA SIQUEIRA BUENO,R,RUA,,,,SIQUEIRA BUENO
117250,RUA LEO DE MORAIS,R,RUA,,,,LEO DE MORAIS
334723,RUA FRANCISCO LETTIERE,R,RUA,,,,FRANCISCO LETTIERE
NA,RUA CLAUDIO ARTARIA,R,RUA,,,,CLAUDIO ARTARIA
067652,RUA EUGENIA DE CARVALHO,R,RUA,,,,EUGENIA DE CARVALHO
173215,RUA RODRIGUES PAIS,R,RUA,,,,RODRIGUES PAIS
785032,RUA MACIEL ARANHA,R,RUA,,,,MACIEL ARANHA
694525,PRACA JOSE DE SANTA RITA,PC,PRACA,,,,JOSE DE SANTA RITA
694762,RUA BIANCA FALCHI,R,RUA,,,,BIANCA FALCHI
244473,RUA MARTINS SARMENTO,R,RUA,,,,MARTINS SARMENTO
694711,AVENIDA EMILIO GIAQUINTO,AV,AVENIDA,,,,EMILIO GIAQUINTO
019194,RUA PALACETE DAS AGUIAS,R,RUA,,,,PALACETE DAS AGUIAS
739707,RUA PAULO OSORIO FLORES,R,RUA,,,,PAULO OSORIO FLORES
694843,AVENIDA CABORE,AV,AVENIDA,,,,CABORE
695149,RUA MANOEL JOSE VIANA,R,RUA,,,,MANOEL JOSE VIANA
337218,RUA BRASILIA PERA BRIZOLA,R,RUA,,,,BRASILIA PERA BRIZOLA
NA,TRAVESSA CANUTO DA PAZ,TV,TRAVESSA,,,,CANUTO DA PAZ
002577,RUA AFONSO ARINOS,R,RUA,,,,AFONSO ARINOS
056960,RUA DANIEL KIDDER,R,RUA,,,,DANIEL KIDDER
110221,AVENIDA JOSE JOAQUIM SEABRA,AV,AVENIDA,,,,JOSE JOAQUIM SEABRA
714429,RUA NICOLO SALVI,R,RUA,,,,NICOLO SALVI
159433,RUA PEDRO MADEIRA,R,RUA,,,,PEDRO MADEIRA
141054,RUA MOISES MARX,R,RUA,,,,MOISES MARX
695548,RUA JOAO LUIZ PINHEIRO,R,RUA,,,,JOAO LUIZ PINHEIRO
695734,RUA JOAO VITORINO DE SOUZA,R,RUA,,,,JOAO VITORINO DE SOUZA
683124,RUA JANGADA NOVA,R,RUA,,,,JANGADA NOVA
195049,RUA VICENTE SOARES,R,RUA,,,,VICENTE SOARES
477893,TRAVESSA ANTONIO EMILIO DA SILVA,TV,TRAVESSA,,,,ANTONIO EMILIO DA SILVA
695726,RUA ANTONIO BANDEIRA,R,RUA,,,,ANTONIO BANDEIRA
NA,VIELA DOIS IRMAOS S UM DEZ Q VINTE VINTE E OITO,VE,VIELA,,,,DOIS IRMAOS S UM DEZ Q VINTE VINTE E OITO
088609,RUA DOS HORTICULTORES,R,RUA,,,DOS,HORTICULTORES
746789,RUA JACAREUBA,R,RUA,,,,JACAREUBA
421804,RUA LAURO CORONA,R,RUA,,,,LAURO CORONA
477400,TRAVESSA DOMENICO TRITTO,TV,TRAVESSA,,,,DOMENICO TRITTO
454796,TRAVESSA PASSARO DA PAZ,TV,TRAVESSA,,,,PASSARO DA PAZ
455539,RUA IGARAPE DO JABUTI,R,RUA,,,,IGARAPE DO JABUTI
696102,RUA NOVO ACORDO,R,RUA,,,,NOVO ACORDO
696331,RUA AVAREMOTEMO,R,RUA,,,,AVAREMOTEMO
NA,VIELA DA MINA,VE,VIELA,,,DA,MINA
208043,RUA LUIS MATEUS,R,RUA,,,,LUIS MATEUS
436275,RUA MAGNOLIA AZUL,R,RUA,,,,MAGNOLIA AZUL
005436,AVENIDA ALCANTARA MACHADO,AV,AVENIDA,,,,ALCANTARA MACHADO
696501,RUA FONTE DO SALGUEIRO,R,RUA,,,,FONTE DO SALGUEIRO
696374,RUA PONTACAGI,R,RUA,,,,PONTACAGI
416720,RUA AFFONSO DE AZEVEDO EVORA,R,RUA,,,,AFFONSO DE AZEVEDO EVORA
028878,AVENIDA BARRO BRANCO,AV,AVENIDA,,,,BARRO BRANCO
116653,ESTRADA LAZARO AMANCIO DE BARROS,ES,ESTRADA,,,,LAZARO AMANCIO DE BARROS
004855,RUA ALBERTO DE MACEDO,R,RUA,,,,ALBERTO DE MACEDO
079537,RUA GERVASIO ALVES PEREIRA,R,RUA,,,,GERVASIO ALVES PEREIRA
NA,RUA GERALDO PERDIGAO,R,RUA,,,,GERALDO PERDIGAO
697192,RUA BENTO SOARES MOTA,R,RUA,,,,BENTO SOARES MOTA
013897,PRACA ANGELO CONTI,PC,PRACA,,,,ANGELO CONTI
494208,TRAVESSA NOVA CANTU,TV,TRAVESSA,,,,NOVA CANTU
697249,RUA CAMPO FLORIDO,R,RUA,,,,CAMPO FLORIDO
020338,RUA ARAGUAIA,R,RUA,,,,ARAGUAIA
697524,RUA TOME MONTEIRO DE FANA,R,RUA,,,,TOME MONTEIRO DE FANA
697451,RUA PORTUNHOS,R,RUA,,,,PORTUNHOS
759821,RUA MANUEL AQUILINO DOS SANTOS,R,RUA,,,,MANUEL AQUILINO DOS SANTOS
697702,RUA GIOVANNI LOMAZZO,R,RUA,,,,GIOVANNI LOMAZZO
326917,RUA SEM DENOMINACAO,R,RUA,,,,SEM DENOMINACAO
623334,RUA JOSE FLAVIO PEREIRA,R,RUA,,,,JOSE FLAVIO PEREIRA
472859,RUA KAMPALA,R,RUA,,,,KAMPALA
428760,RUA HIRAN DE LIMA PEREIRA,R,RUA,,,,HIRAN DE LIMA PEREIRA
277053,RUA CENTENARIO DO SUL,R,RUA,,,,CENTENARIO DO SUL
784818,RUA CARAMBOLEIRA,R,RUA,,,,CARAMBOLEIRA
736902,RUA EVA TERPINS,R,RUA,,,,EVA TERPINS
792136,RUA CAMPOS NOVOS PAULISTA,R,RUA,,,,CAMPOS NOVOS PAULISTA
092002,AVENIDA NHANDU,AV,AVENIDA,,,,NHANDU
NA,RUA DAS GARCAS JD BELCITO,R,RUA,,,DAS,GARCAS JD BELCITO
215503,RUA AMERICO SUGAI,R,RUA,,,,AMERICO SUGAI
447889,RUA IGARAPE DA BELA AURORA,R,RUA,,,,IGARAPE DA BELA AURORA
698776,RUA CESAR PINA,R,RUA,,,,CESAR PINA
139351,RUA MIGUEL MOTA,R,RUA,,,,MIGUEL MOTA
699357,RUA TAVAREDE,R,RUA,,,,TAVAREDE
076082,RUA FREDERICO ABRANCHES,R,RUA,,,,FREDERICO ABRANCHES
699896,RUA MUNHOZ DE MELO,R,RUA,,,,MUNHOZ DE MELO
073180,RUA FRANCA PINTO,R,RUA,,,,FRANCA PINTO
700878,RUA ANTONIO CARLOS PEREIRA,R,RUA,,,,ANTONIO CARLOS PEREIRA
644447,RUA JOAO CHAMMAS,R,RUA,,,,JOAO CHAMMAS
193666,RUA URANDI,R,RUA,,,,URANDI
701831,RUA ALDEIA DE SANTO INACIO,R,RUA,,,,ALDEIA DE SANTO INACIO
141429,RUA MOTA PAIS,R,RUA,,,,MOTA PAIS
702099,RUA MURILO ALVARENGA,R,RUA,,,,MURILO ALVARENGA
702382,RUA SEVERIANO LEITE DA SILVA,R,RUA,,,,SEVERIANO LEITE DA SILVA
026166,RUA AVAI,R,RUA,,,,AVAI
703095,AVENIDA FELIX NASCENTES PINTO,AV,AVENIDA,,,,FELIX NASCENTES PINTO
459879,TRAVESSA ANTURIO BRANCO,TV,TRAVESSA,,,,ANTURIO BRANCO
NA,RUA LUANA,R,RUA,,,,LUANA
159921,RUA PEDRO SETTI,R,RUA,,,,PEDRO SETTI
703044,RUA ANTONIO ADORNO,R,RUA,,,,ANTONIO ADORNO
703540,RUA TRAJANO REIS,R,RUA,,,,TRAJANO REIS
703427,RUA JAMES DEAN,R,RUA,,,,JAMES DEAN
738921,RUA INACIO LIMA,R,RUA,,,,INACIO LIMA
002330,RUA ADRIANO CINTRA,R,RUA,,,,ADRIANO CINTRA
NA,TRAVESSA JOSE DOMINGOS DE AGOSTINHO,TV,TRAVESSA,,,,JOSE DOMINGOS DE AGOSTINHO
NA,RUA DAS ANDORINHAS JD BELCITO,R,RUA,,,DAS,ANDORINHAS JD BELCITO
713589,RUA DOS CAPIUNAS,R,RUA,,,DOS,CAPIUNAS
705373,RUA EXPRESSIONISMO,R,RUA,,,,EXPRESSIONISMO
682446,RUA ERVA DE SANTA LUZIA,R,RUA,,,,ERVA DE SANTA LUZIA
705969,RUA CORREIA DA CAMARA,R,RUA,,,,CORREIA DA CAMARA
706604,RUA FAVEIRA PEQUENA,R,RUA,,,,FAVEIRA PEQUENA
082589,RUA ESTEVAM DE ARAUJO ALMEIDA,R,RUA,,,,ESTEVAM DE ARAUJO ALMEIDA
703346,RUA CALIXTO GARCIA,R,RUA,,,,CALIXTO GARCIA
707082,RUA LOURIVAL AMERICO DA FONSECA,R,RUA,,,,LOURIVAL AMERICO DA FONSECA
447897,RUA CACHOEIRA MORENA,R,RUA,,,,CACHOEIRA MORENA
710750,TRAVESSA ALMOADAS,TV,TRAVESSA,,,,ALMOADAS
719676,RUA ARCANGELA DIORIO RADIANTE,R,RUA,,,,ARCANGELA DIORIO RADIANTE
715794,RUA EANES DE ZURARA,R,RUA,,,,EANES DE ZURARA
716553,RUA FRANCISCO ARTASSIO,R,RUA,,,,FRANCISCO ARTASSIO
716960,TRAVESSA COBRODO,TV,TRAVESSA,,,,COBRODO
718416,RUA DO ARCADISMO,R,RUA,,,DO,ARCADISMO
718530,RUA JOAO NICOLAU CHAMMA,R,RUA,,,,JOAO NICOLAU CHAMMA
719315,RUA PERIGUARI,R,RUA,,,,PERIGUARI
720240,RUA ANTONIO BATISTA DE OLIVEIRA,R,RUA,,,,ANTONIO BATISTA DE OLIVEIRA
720887,RUA BENTO BARROSO PEREIRA,R,RUA,,,,BENTO BARROSO PEREIRA
720674,RUA MARIA ADELINA FRANCA WHITAKER,R,RUA,,,,MARIA ADELINA FRANCA WHITAKER
721131,RUA RICARDINA CAMPELLO FRODRIGUES,R,RUA,,,,RICARDINA CAMPELLO FRODRIGUES
721034,RUA ALCIDES DE PAIVA MONTEIRO,R,RUA,,,,ALCIDES DE PAIVA MONTEIRO
721476,RUA JOSE LUIS MONTEIRO,R,RUA,,,,JOSE LUIS MONTEIRO
722065,RUA VILA VELHA,R,RUA,,,,VILA VELHA
722570,RUA JULIO MARCELINO DE FARIA,R,RUA,,,,JULIO MARCELINO DE FARIA
722855,TRAVESSA HYPOLITO HERAS,TV,TRAVESSA,,,,HYPOLITO HERAS
722316,VIELA ARNALDO FERREIRA DA SILVA,VE,VIELA,,,,ARNALDO FERREIRA DA SILVA
724211,RUA DO ACAL,R,RUA,,,DO,ACAL
630160,RUA TIJUCO DA SERRA,R,RUA,,,,TIJUCO DA SERRA
084590,RUA CORIOLANO DURAND,R,RUA,,,,CORIOLANO DURAND
143170,RUA MUNIZ DE SOUSA,R,RUA,,,,MUNIZ DE SOUSA
725617,RUA LUIS DUPRAT FIGUEIREDO,R,RUA,,,,LUIS DUPRAT FIGUEIREDO
726257,RUA DIAS FALCAO,R,RUA,,,,DIAS FALCAO
697923,RUA ENCRUZILHADA DO SUL,R,RUA,,,,ENCRUZILHADA DO SUL
727008,RUA AUGUSTO VALERIO DO SACRAMENTO,R,RUA,,,,AUGUSTO VALERIO DO SACRAMENTO
727350,RUA JOSE INOCENCIO DA COSTA,R,RUA,,,,JOSE INOCENCIO DA COSTA
734802,RUA CUSTODIO PEREIRA,R,RUA,,,,CUSTODIO PEREIRA
737100,RUA NARIMATSU KEIJO,R,RUA,,,,NARIMATSU KEIJO
744042,TRAVESSA FORTE DE SAO DIOGO,TV,TRAVESSA,,,,FORTE DE SAO DIOGO
151602,AVENIDA OSVALDO ARANHA,AV,AVENIDA,,,,OSVALDO ARANHA
737798,RUA DO IMPRESSIONISMO,R,RUA,,,DO,IMPRESSIONISMO
739561,RUA CAMARGO E LEME,R,RUA,,,,CAMARGO E LEME
742180,RUA JOAQUIM GREGORIO RATO,R,RUA,,,,JOAQUIM GREGORIO RATO
742228,RUA QUINTA DA AGUIEIRA,R,RUA,,,,QUINTA DA AGUIEIRA
743127,RUA JOAO MACIEL,R,RUA,,,,JOAO MACIEL
746282,RUA IPE BRANCO,R,RUA,,,,IPE BRANCO
746797,PRACA ARAPOTI,PC,PRACA,,,,ARAPOTI
189588,RUA TIJUAPE,R,RUA,,,,TIJUAPE
748170,RUA JOANIENES SOBRINHO,R,RUA,,,,JOANIENES SOBRINHO
759112,RUA SEVERINO CARDOSO DA SILVA,R,RUA,,,,SEVERINO CARDOSO DA SILVA
043222,RUA CARLOS CORREA,R,RUA,,,,CARLOS CORREA
360007,RUA AMARO ALVES DO ROSARIO,R,RUA,,,,AMARO ALVES DO ROSARIO
202525,RUA VILA ORMUZ,R,RUA,,,,VILA ORMUZ
763268,RUA VALENTIM CORREA PAIS,R,RUA,,,,VALENTIM CORREA PAIS
763713,RUA PASCOAL ZULLINO,R,RUA,,,,PASCOAL ZULLINO
776181,RUA TEIXEIRA DE PASCOAIS,R,RUA,,,,TEIXEIRA DE PASCOAIS
384739,RUA RAIMUNDA PEREIRA DE ADA SILVA,R,RUA,,,,RAIMUNDA PEREIRA DE ADA SILVA
781738,RUA JOSE BEIRINHAS,R,RUA,,,,JOSE BEIRINHAS
784079,RUA FRANCISCO BADARO,R,RUA,,,,FRANCISCO BADARO
784400,PASSAGEM VINTE E DOIS C A E CARVALHO,PS,PASSAGEM,,,,VINTE E DOIS C A E CARVALHO
047520,AVENIDA LUIS PIRES DE MINAS,AV,AVENIDA,,,,LUIS PIRES DE MINAS
405060,RUA BRANCA DONADIO,R,RUA,,,,BRANCA DONADIO
786829,RUA ANTONIO PAVAO,R,RUA,,,,ANTONIO PAVAO
NA,TRAVESSA DA LUZ,TV,TRAVESSA,,,DA,LUZ
NA,RUA DO BOMBEIRO,R,RUA,,,DO,BOMBEIRO
787434,RUA ANAJATUBA,R,RUA,,,,ANAJATUBA
054640,RUA CRATEUS,R,RUA,,,,CRATEUS
790060,RUA PIEDADE DE PONTE NOVA,R,RUA,,,,PIEDADE DE PONTE NOVA
791407,RUA HABENARIAS,R,RUA,,,,HABENARIAS
741701,RUA LIRA CEARENSE,R,RUA,,,,LIRA CEARENSE
753114,RUA FIGUEIRA DA POLINESIA,R,RUA,,,,FIGUEIRA DA POLINESIA
433608,TRAVESSA MIGUEL MUNHOZ,TV,TRAVESSA,,,,MIGUEL MUNHOZ
799750,RUA MARTIN CHAMBIGES,R,RUA,,,,MARTIN CHAMBIGES
NA,VIELA ICARAI S UM SETENTA E SEIS Q VINTE VINTE E NOVE,VE,VIELA,,,,ICARAI S UM SETENTA E SEIS Q VINTE VINTE E NOVE
NA,VIELA SEIS S TRINTA OITO Q VINTE DEZ,VE,VIELA,,,,SEIS S TRINTA OITO Q VINTE DEZ
NA,TRAVESSA JOSE CARLOS HEFFNER,TV,TRAVESSA,,,,JOSE CARLOS HEFFNER
NA,VIELA PARANA,VE,VIELA,,,,PARANA
001546,RUA ADALIVIA DE TOLEDO,R,RUA,,,,ADALIVIA DE TOLEDO
NA,RUA TRANSATLANTICA,R,RUA,,,,TRANSATLANTICA
008435,RUA ALTO DE PADILHA,R,RUA,,,,ALTO DE PADILHA
004260,RUA ALAGOAS,R,RUA,,,,ALAGOAS
009636,RUA AMALIA DE FARIA,R,RUA,,,,AMALIA DE FARIA
016543,RUA ANTONIO DE ANDRADE REBELO,R,RUA,,,,ANTONIO DE ANDRADE REBELO
654949,RUA TETIXIMIRA,R,RUA,,,,TETIXIMIRA
191523,LARGO TREZE DE MAIO,LG,LARGO,,,,TREZE DE MAIO
278335,RUA MATOS COSTA,R,RUA,,,,MATOS COSTA
020044,RUA FRANCISCO DE SA PEIXOTO,R,RUA,,,,FRANCISCO DE SA PEIXOTO
789267,RUA MONTE TAO,R,RUA,,,,MONTE TAO
752070,RUA SARGACO,R,RUA,,,,SARGACO
055069,RUA CRISTIANO OSORIO,R,RUA,,,,CRISTIANO OSORIO
044997,RUA DAS CARPAS,R,RUA,,,DAS,CARPAS
038040,RUA CACIRA,R,RUA,,,,CACIRA
372226,ESTRADA DO PALANQUE,ES,ESTRADA,,,DO,PALANQUE
042820,RUA CARLITO,R,RUA,,,,CARLITO
298344,RUA PIERRE JULIEN,R,RUA,,,,PIERRE JULIEN
655872,RUA JOAQUIM PEREIRA,R,RUA,,,,JOAQUIM PEREIRA
044784,RUA CARNEIRO LEAO,R,RUA,,,,CARNEIRO LEAO
044733,RUA CARNEIRO DA CUNHA,R,RUA,,,,CARNEIRO DA CUNHA
213128,RUA ANTONIO LEAO,R,RUA,,,,ANTONIO LEAO
636290,RUA CLARO DE VASCONCELOS,R,RUA,,,,CLARO DE VASCONCELOS
050725,RUA CLELIA,R,RUA,,,,CLELIA
052809,RUA COPEREMA,R,RUA,,,,COPEREMA
603600,RUA ROCHEDO,R,RUA,,,,ROCHEDO
795968,RUA CHADE,R,RUA,,,,CHADE
231940,RUA VILA BOA DE GOIAS,R,RUA,,,,VILA BOA DE GOIAS
061107,RUA DUARTE DE AZEVEDO,R,RUA,,,,DUARTE DE AZEVEDO
068900,RUA FALCHI GIANINI,R,RUA,,,,FALCHI GIANINI
070670,RUA FERNAO MARQUES,R,RUA,,,,FERNAO MARQUES
204862,RUA DEZENOVE DE MARCO,R,RUA,,,,DEZENOVE DE MARCO
660256,RUA CHICO MANA,R,RUA,,,,CHICO MANA
096326,RUA ITINGUCU,R,RUA,,,,ITINGUCU
099716,RUA CASSIANO DOS SANTOS,R,RUA,,,,CASSIANO DOS SANTOS
105260,RUA JOAQUIM C DE AZEVEDO MARQUES,R,RUA,,,,JOAQUIM C DE AZEVEDO MARQUES
089192,RUA IBIAPINOPOLIS,R,RUA,,,,IBIAPINOPOLIS
116750,RUA LEANDRO DUPRE,R,RUA,,,,LEANDRO DUPRE
116823,PRACA LEAO X,PC,PRACA,,,,LEAO X
036943,RUA BUCUITUBA,R,RUA,,,,BUCUITUBA
404250,RUA JOAO FREDERICO AGRICOLA,R,RUA,,,,JOAO FREDERICO AGRICOLA
632309,RUA POXIM,R,RUA,,,,POXIM
155284,RUA ASABRANCA,R,RUA,,,,ASABRANCA
158216,VIA DE CIRCULACAO DE PEDESTRES SEM DENOMINACAO J CUPECE,VCP,VIA DE CIRCULACAO DE PEDESTRES,,,,SEM DENOMINACAO J CUPECE
