data,logradouro,veiculo,latitude,longitude
2024-03-31,SP 150,MOTOCICLETA,-23.626990324283,-46.5984329237988
2024-03-31,RUA ESTADO DO CEARA,MOTOCICLETA,-23.588934033435127,-46.49560641367758
2024-03-31,AVENIDA SALIM FARAH MALUF,AUTOMOVEL,-23.54559317608083,-46.57949978099229
2024-03-31,ESTRADA DA BARONESA,MOTOCICLETA,-23.720407,-46.7791131
2024-03-11,RUA SOLIDONIO LEITE,MOTOCICLETA,-23.5870982,-46.5335759
2024-03-31,AVENIDA VEREADOR JOSE DINIZ,AUTOMOVEL,-23.6408327,-46.6975064
2024-03-27,ESTRADA IGUATEMI,MOTOCICLETA,-23.574947359781575,-46.416008312805374
2024-03-29,AVENIDA RODOLFO PIRANI,PEDESTRE,-23.62747244302236,-46.46218062640585
2024-03-19,AVENIDA WHASHINGTON LUIZ,PEDESTRE,NA,NA
2024-02-20,NAO DISPONIVEL,PEDESTRE,NA,NA
2024-03-28,RUA DOUTOR LUIS AIRES,PEDESTRE,-23.53165215915561,-46.5014225288216
2024-03-27,AVENIDA MOREIRA GUIMARAES,MOTOCICLETA,-23.6112959,-46.6560036
2024-03-27,AVENIDA FIORELLI PECCICACCO,PEDESTRE,-23.404744716712056,-46.738513047239095
2024-03-27,RUA COSTA BARROS,MOTOCICLETA,-23.596482,-46.5589628
2024-03-22,RUA MAURO,PEDESTRE,-23.6188747,-46.6412346
2024-03-26,AVENIDA BRASIL,MOTOCICLETA,-23.579061423135663,-46.661442065385444
2024-03-22,ACESSO AVENIDA ARICANDUVA,AUTOMOVEL,-23.5380454,-46.5459988
2024-03-25,RUA ANNY,PEDESTRE,-23.6203438,-46.5855454
2024-03-25,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2024-03-20,NAO DISPONIVEL,PEDESTRE,NA,NA
2024-03-25,AVENIDA VINTE E TRES DE MAIO,MOTOCICLETA,-23.574771,-46.6413153
2024-03-20,AVENIDA DOUTOR SYLVIO DE CAMPOS,PEDESTRE,-23.4068874,-46.7607832
2024-03-20,BR 381,BICICLETA,NA,NA
2023-09-17,ESTRADA DO JACEGUAVA,ONIBUS,-23.788317639333226,-46.76661252883609
2024-03-22,BR 381,PEDESTRE,-23.4493007955407,-46.5695643361407
2024-03-22,ACESSO AVENIDA DONA BELMIRA MARIN,PEDESTRE,-23.753079,-46.688832
2024-03-22,AVENIDA SAPOPEMBA,PEDESTRE,-23.6007433,-46.5123681
2024-03-21,RUA IRMA EMERENCIANA,MOTOCICLETA,-23.459946,-46.580977
2024-03-21,RUA JOAQUIM OLIVEIRA FREITAS,MOTOCICLETA,-23.488283,-46.741187
2024-03-20,AVENIDA MORUMBI,PEDESTRE,-23.602682196619362,-46.71201808844723
2024-03-15,RUA MAJOR LUCIO DIAS RAMOS,PEDESTRE,-23.763204316733038,-46.69595187668007
2024-03-15,NAO DISPONIVEL,PEDESTRE,NA,NA
2024-03-19,AVENIDA DO RIO BONITO,MOTOCICLETA,-23.69505,-46.701634
2023-09-03,AVENIDA DONA BELMIRA MARIN,PEDESTRE,-23.754813,-46.6754539
2024-03-19,AVENIDA MAZZEI,BICICLETA,-23.477603,-46.605659
2024-03-18,SP 270,MOTOCICLETA,-23.5721791214224,-46.7027209153521
2024-03-18,PONTE VITORINO GOULART DA SILVA,PEDESTRE,-23.7002657,-46.6847227
2024-03-18,AVENIDA PROFESSOR HERMOGENES DE FREITAS LEITAO FILHO,MOTOCICLETA,-23.791625,-46.714056
2024-03-18,RUA SIMAO DE TOLEDO CASTELHANOS,AUTOMOVEL,-23.485026,-46.681311
2024-03-17,AVENIDA PARANAGUA,PEDESTRE,-23.493150552831853,-46.47871495518792
2024-03-04,AVENIDA DOM RODRIGO SANCHES,MOTOCICLETA,NA,NA
2024-02-26,AVENIDA DAS NACOES UNIDAS,MOTOCICLETA,-23.607477,-46.697224
2024-03-17,AVENIDA FRANCESCO BIBIENA,MOTOCICLETA,-23.647497240340744,-46.593064685569466
2024-03-17,RUA MANOEL DE LIMA,MOTOCICLETA,-23.735611385654657,-46.70512476302166
2024-03-17,AVENIDA ARICANDUVA,MOTOCICLETA,NA,NA
2024-03-17,PRACA SANTISSIMA TRINDADE,MOTOCICLETA,-23.48643812805786,-46.66357305797537
2024-03-17,AVENIDA CONDE DE FRONTIN,MOTOCICLETA,-23.534607,-46.545936
2024-03-15,RUA CARDEAL ARCOVERDE,BICICLETA,-23.5678086,-46.6949005
2024-03-15,ESTRADA DA COLONIA MARIO REIMBERG CHRISTE,PEDESTRE,-23.828734323396116,-46.72483935100157
2024-03-08,RUA BENJAMIN PEREIRA,BICICLETA,-23.4646115,-46.5835479
2024-03-13,AVENIDA ATLANTICA,MOTOCICLETA,-23.67429725416886,-46.71245136870745
2024-03-11,AVENIDA RAGUEB CHOHFI,MOTOCICLETA,-23.594060684799015,-46.4221679109162
2024-03-10,TRAVESSA DOS COLONOS,BICICLETA,-23.665495,-46.634801
2024-03-10,AVENIDA ARICANDUVA,MOTOCICLETA,-23.537976,-46.5456784
2024-03-10,AVENIDA RAGUEB CHOHFI,PEDESTRE,-23.59695036994371,-46.45682978503151
2024-02-06,RUA CAUABURI,PEDESTRE,-23.6257806,-46.7521332
2024-03-10,RUA DOM VILARES,MOTOCICLETA,-23.6245329,-46.6080156
2024-03-10,AVENIDA CELSO GARCIA,MOTOCICLETA,-23.5326423,-46.5664748
2024-03-09,BR 381,MOTOCICLETA,-23.455634,-46.571096
2024-03-09,SP 070,MOTOCICLETA,-23.4824620279347,-46.5037051061918
2024-03-09,AVENIDA IPIRANGA,PEDESTRE,-23.540707176482705,-46.638024092941805
2024-03-09,RUA PROFESSOR LEITAO DA CUNHA,PEDESTRE,-23.636516,-46.751525
2024-03-09,AVENIDA FRANCISCO VIEIRA BUENO,PEDESTRE,-23.591492,-46.529141
2024-03-09,AVENIDA DO ESTADO,MOTOCICLETA,-23.55719332327573,-46.62021448642293
2024-03-08,AVENIDA YERVANT KISSAJIKIAN,BICICLETA,NA,NA
2024-03-07,BR 381,PEDESTRE,-23.4408357187525,-46.5678558373791
2024-03-07,PRACA SALIM FARAH MALUF,PEDESTRE,-23.650021455511396,-46.70775037186451
2024-02-07,NAO DISPONIVEL,NAO DISPONIVEL,NA,NA
2024-03-07,ESTRADA DE ITAPECERICA,MOTOCICLETA,-23.65527485680706,-46.761084529156186
2024-03-07,ESTRADA DE ITAPECERICA,MOTOCICLETA,-23.65527485680706,-46.761084529156186
2024-02-05,RUA CARMOPOLIS DE MINAS,PEDESTRE,-23.5240088,-46.5898398
2024-03-06,NAO DISPONIVEL,PEDESTRE,NA,NA
2024-03-06,RUA ASSIS VALENTE,PEDESTRE,-23.532968,-46.514719
2024-03-03,RUA COMENDADOR ANTUNES DOS SANTOS,PEDESTRE,-23.672323,-46.759852
2024-03-04,AVENIDA EDU CHAVES,PEDESTRE,-23.48152554015257,-46.56652536377286
2024-03-05,RUA SARGENTO HERMINIO AURELIO SAMPAIO,MOTOCICLETA,-23.615805,-46.494343
2024-03-04,RUA CORONEL DIOGO,AUTOMOVEL,-23.578256,-46.622614
2024-03-03,BR 381,AUTOMOVEL,-23.418554186953,-46.5793240711827
2024-02-27,RUA SOLDADO FRANCISCO FRANCO,PEDESTRE,-23.52294,-46.565946
2024-02-27,AVENIDA GENERAL ATALIBA LEONEL,BICICLETA,-23.485440937812147,-46.60413300209148
2024-01-11,NAO DISPONIVEL,PEDESTRE,NA,NA
2024-03-02,RUA MIGUEL FERREIRA DE MELO,AUTOMOVEL,-23.629252,-46.444314
2024-02-20,RUA TEOTONIO VILELA,MOTOCICLETA,NA,NA
2024-03-03,ESTRADA DO ALVARENGA,MOTOCICLETA,-23.6932418,-46.657854
2024-03-02,RUA MARIA DOMITILA,PEDESTRE,-23.545406179717077,-46.623926118922256
2024-03-02,ESTRADA DOM JOAO NERY,AUTOMOVEL,-23.525708648218952,-46.39828890918234
2024-03-02,AVENIDA JACU-PESSEGO,MOTOCICLETA,-23.6058409,-46.4541198
2024-03-02,ESTRADA IGUATEMI,MOTOCICLETA,-23.590151564819333,-46.416568761617526
2024-03-02,AVENIDA DAS NACOES UNIDAS,PEDESTRE,-23.65279637710191,-46.72153924310647
2024-03-02,AVENIDA DOUTOR ASSIS RIBEIRO,MOTOCICLETA,-23.498896707427154,-46.520633688219355
2024-03-02,ESTRADA DE ITAPECERICA,MOTOCICLETA,-23.662377,-46.780324
2024-03-01,AVENIDA OTAVIANO ALVES DE LIMA,MOTOCICLETA,-23.509257,-46.721686
2024-02-08,AVENIDA DOS BANDEIRANTES,MOTOCICLETA,-23.61895785200278,-46.65830272380714
2024-03-01,ESTRADA DE ITAPECERICA,PEDESTRE,-23.675951,-46.789066
2023-12-25,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2024-02-26,SP 021,CAMINHAO,-23.8026554579101,-46.7360086843149
2024-02-23,RUA CIMBRES,MOTOCICLETA,-23.625882775155265,-46.74936690206538
2024-02-24,RUA CORONEL JOSE RUFINO FREIRE,MOTOCICLETA,-23.490606,-46.753076
2024-01-21,NAO DISPONIVEL,PEDESTRE,NA,NA
2024-02-26,RUA TIBURCIO DE SOUSA,MOTOCICLETA,-23.508680212698255,-46.3952231085671
2024-02-17,RUA ALVINOPOLIS,MOTOCICLETA,-23.531403,-46.531764
2024-02-25,RUA CAICARA DO RIO DO VENTO,PEDESTRE,-23.490139,-46.490143
2024-02-24,SP 150,MOTOCICLETA,-23.626990324283,-46.5984329237988
2024-02-24,BR 381,PEDESTRE,-23.4664002959281,-46.5714945164786
2024-01-30,NAO DISPONIVEL,PEDESTRE,NA,NA
2024-02-24,AVENIDA TUCURUVI,PEDESTRE,-23.47822418649372,-46.60934322146869
2024-02-24,AVENIDA SANTA INES,MOTOCICLETA,-23.465989,-46.63207
2024-02-24,RUA PROFESSOR HASEGAWA,MOTOCICLETA,-23.563724,-46.431376
2024-02-22,AVENIDA PIRAJUSSARA,MOTOCICLETA,-23.592805306426566,-46.740852565648645
2024-02-22,AVENIDA IBIRAPUERA,MOTOCICLETA,-23.589265199657362,-46.648704621715375
2023-12-23,SP 021,AUTOMOVEL,-23.4659307002286,-46.7983516309885
2024-02-21,VIADUTO GRANDE SAO PAULO,MOTOCICLETA,NA,NA
2024-02-21,RUA CAPITAO JOHN CORDEIRO E SILVA,MOTOCICLETA,-23.689248,-46.638409
2024-02-20,AVENIDA ATLANTICA,MOTOCICLETA,-23.709162319785786,-46.71194346756153
2024-01-28,RUA DEPUTADO LAERCIO CORTE,NAO DISPONIVEL,-23.63229013790277,-46.72483186629979
2024-02-19,ESTRADA DE ITAPECERICA,PEDESTRE,NA,NA
2024-02-19,RUA PEDRO ESCOBAR,MOTOCICLETA,-23.755602,-46.666691
2024-02-18,AVENIDA DIREITOS HUMANOS,PEDESTRE,-23.486991588515004,-46.65265783852565
2024-02-18,RUA FAVA DE ARARA,PEDESTRE,-23.513529,-46.443798
2024-02-18,RUA FAVA DE ARARA,PEDESTRE,-23.513529,-46.443798
2024-02-12,RUA VENANCIO AYRES,BICICLETA,-23.524491207049703,-46.68539509083005
2024-02-16,SP 348,AUTOMOVEL,-23.4204805312198,-46.7621307796479
2024-02-16,SP 348,CAMINHAO,-23.4204805312198,-46.7621307796479
2024-02-16,RUA MELO FREIRE,MOTOCICLETA,-23.539034,-46.569579
2024-02-15,RUA ARNALDO ESTRELLA,PEDESTRE,-23.77142,-46.70813
2024-02-12,AVENIDA SÃO JOÃO,PEDESTRE,NA,NA
2024-02-15,RUA LEITE DE MORAIS,PEDESTRE,-23.50293233148782,-46.626230086939195
2024-02-14,AVENIDA JOSE PINHEIRO BORGES,MOTOCICLETA,-23.526244713994483,-46.43781387139426
2024-02-03,RUA ENTRE-FOLHAS,PEDESTRE,-23.49007468839104,-46.48813445672654
2024-02-09,AVENIDA NOVE DE JULHO,PEDESTRE,NA,NA
2024-02-02,AVENIDA PEDRO ALVARES CABRAL,PEDESTRE,-23.58217253241331,-46.65740249711923
2024-02-13,RUA FERNAO CARRILHO,AUTOMOVEL,-23.56022724926894,-46.411286034649216
2024-02-13,RUA FERNAO CARRILHO,AUTOMOVEL,-23.56022724926894,-46.411286034649216
2024-02-12,PRACA TENENTE CORONEL FABIO SOLANO PEREIRA,MOTOCICLETA,-23.594193281889517,-46.76871471564297
2024-02-12,RUA CRISTOVAO DE OLIVEIRA,MOTOCICLETA,-23.58731152571018,-46.4833609557673
2024-02-12,AVENIDA DA BARREIRA GRANDE,MOTOCICLETA,-23.586598157569124,-46.51750318630249
2024-02-12,RUA LAVINIA,PEDESTRE,-23.54614119144594,-46.58891033163728
2024-02-07,NAO DISPONIVEL,PEDESTRE,NA,NA
2024-02-11,AVENIDA EDUARDO PEREIRA RAMOS,MOTOCICLETA,NA,NA
2024-02-11,RUA ANTONIO JOSE BASTOS,MOTOCICLETA,-23.63374912653382,-46.7511013423356
2024-02-10,AVENIDA NOSSA SENHORA DO SABARA,AUTOMOVEL,-23.66390613119627,-46.691200360396685
2024-02-09,RUA SILVEIRA SAMPAIO,MOTOCICLETA,-23.611532530749322,-46.71966168588759
2024-02-09,RUA ARROIO CAMPO BOM,ONIBUS,-23.587162146891178,-46.42205405266117
2024-01-27,AVINIDA GIOVANNI GRONCHI,PEDESTRE,NA,NA
2024-02-08,ESTRADA JACEGUAVA,AUTOMOVEL,-23.787736762237053,-46.77385462697153
2024-02-08,AVENIDA DONA BELMIRA MARIN,MOTOCICLETA,-23.735941578824786,-46.69477602100582
2023-12-20,NAO DISPONIVEL,AUTOMOVEL,NA,NA
2024-01-12,RUA RODOLFO BERNADELE,PEDESTRE,NA,NA
2024-02-06,AVENIDA IMPERATRIZ LEOPOLDINA,MOTOCICLETA,-23.52901310621025,-46.7327830778226
2024-01-01,RUA DONATO ALVAREZ,PEDESTRE,NA,NA
2024-02-03,NAO DISPONIVEL,PEDESTRE,NA,NA
2024-02-05,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2024-02-02,AVENIDA ITAQUERA,PEDESTRE,-23.550001077410528,-46.49884778462216
2024-02-02,AVENIDA VEREADOR JOSE DINIZ,MOTOCICLETA,-23.640401687811856,-46.696808708826
2024-02-02,AVENIDA PARADA PINTO,MOTOCICLETA,-23.46944366559631,-46.66166110125842
2024-02-01,AVENIDA LUIZ GUSHIKEN,MOTOCICLETA,-23.66545793165845,-46.731924113604045
2024-01-26,AVENIDA TARUMA,MOTOCICLETA,-23.51183539999997,-46.52689507055223
2024-01-31,BR 381,PEDESTRE,-23.4664002959281,-46.5714945164786
2023-12-25,NAO DISPONIVEL,PEDESTRE,NA,NA
2024-01-30,SP 150,MOTOCICLETA,-23.6400378491129,-46.5909761802887
2024-01-28,RUA JERONIMO PEDROSO BARROS,PEDESTRE,NA,NA
2024-01-30,RUA SALESOPOLIS,MOTOCICLETA,-23.518173364370135,-46.65081528281798
2024-01-29,SP 270,MOTOCICLETA,-23.5839717817192,-46.7360620079785
2024-01-29,AVENIDA DOUTOR ANTONIO MARIA LAET,MOTOCICLETA,-23.471070730142888,-46.59723380991561
2024-01-29,RUA JORGE WARD,MOTOCICLETA,-23.56818133359663,-46.757504442802016
2024-01-29,AVENIDA INTERLAGOS,MOTOCICLETA,-23.68957842281911,-46.69751418936847
2023-11-20,NAO DISPONIVEL,PEDESTRE,NA,NA
2024-01-28,AVENIDA AUGUSTO ANTUNES,MOTOCICLETA,-23.511089889719912,-46.46847125706717
2024-01-28,RUA RORIZ,MOTOCICLETA,-23.66288682354282,-46.79388406400417
2024-01-27,RUA SANTA BARBARA DO OESTE,PEDESTRE,-23.473009888417614,-46.66477990184108
2024-01-26,RUA ALFAZEMA,OUTROS,-23.430896742449878,-46.57297486750653
2024-01-14,AVENIDA ROLAND GARROS,AUTOMOVEL,-23.48031681892948,-46.58083117703551
2024-01-26,RUA ALFAZEMA,PEDESTRE,-23.430896742449878,-46.57297486750653
2023-09-23,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2024-01-26,RUA ALFAZEMA,OUTROS,-23.430896742449878,-46.57297486750653
2024-01-25,AVENIDA SALIM FARAH MALUF,PEDESTRE,-23.529782579810462,-46.58434878225427
2024-01-24,RUA THERESA MOUCO DE OLIVEIRA,MOTOCICLETA,-23.6487187000022,-46.749765499998816
2024-01-20,NAO DISPONIVEL,NAO DISPONIVEL,NA,NA
2024-01-23,SP 348,CAMINHAO,-23.4162426779156,-46.7645489435528
2024-01-23,SP 348,CAMINHAO,-23.4162426779156,-46.7645489435528
2024-01-23,SP 348,AUTOMOVEL,-23.4802352996158,-46.7382146154174
2022-12-18,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2024-01-23,RUA ANTONIO THADEO,AUTOMOVEL,-23.54384987157576,-46.40570106504426
2024-01-23,COMPLEXO VIARIO MARIA MALUF,MOTOCICLETA,-23.627690718939892,-46.619254172694355
2024-01-23,RUA EDMUNDO CARVALHO,MOTOCICLETA,-23.630068923998,-46.59598939536452
2024-01-23,RUA EDMUNDO CARVALHO,MOTOCICLETA,-23.630068923998,-46.59598939536452
2024-01-22,AVENIDA NORDESTINA,AUTOMOVEL,-23.538086612320374,-46.41497016062369
2023-12-13,RUA ARAMBE,NAO DISPONIVEL,-23.58341065701926,-46.5243105217742
2024-01-22,AVENIDA RAGUEB CHOHFI,PEDESTRE,-23.595667074584362,-46.437490392529114
2024-01-22,RUA JAIME RIBEIRO WRIGHT,NAO DISPONIVEL,-23.568126804350364,-46.43456711034293
2024-01-21,SP 021,MOTOCICLETA,-23.4449453318099,-46.7784507733081
2024-01-21,AVENIDA DAS NACOES UNIDAS,MOTOCICLETA,-23.61629680617624,-46.699138959361846
2024-01-21,AVENIDA GUAPIRA,MOTOCICLETA,-23.47518915213294,-46.59379426171941
2024-01-21,AVENIDA DOUTOR ASSIS RIBEIRO,AUTOMOVEL,-23.50189406387739,-46.533816563315895
2024-01-06,MARGINAL PINHEIROS,MOTOCICLETA,-23.54600604067948,-46.733277444458366
2024-01-20,RUA VULNERARIA,MOTOCICLETA,-23.6902327848501,-46.78482597150183
2024-01-20,AVENIDA EMBAIXADOR MACEDO SOARES,MOTOCICLETA,-23.508839322601045,-46.69653858448614
2024-01-17,RUA PEDRO SANTALUCIA,AUTOMOVEL,-23.702927946149597,-46.688512019179385
2024-01-05,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,MOTOCICLETA,-23.45589253091205,-46.72048407570098
2024-01-18,AVENIDA MARECHAL TITO,PEDESTRE,-23.496007485209788,-46.40261125472726
2024-01-17,AVENIDA  GUSTAVO ADOLFO,MOTOCICLETA,-23.48989934269143,-46.57780171593361
2024-01-14,AVENIDA ELISIO TEIXEIRA LEITE,AUTOMOVEL,-23.468524260510986,-46.709066043547054
2024-01-16,RUA MIGUEL SALCEDO,AUTOMOVEL,-23.77236888611911,-46.670934975252216
2024-01-16,AVENIDA PEDROSO DE MORAIS,AUTOMOVEL,-23.55467341217367,-46.70692714669307
2024-01-16,RUA MIGUEL SUTIL,MOTOCICLETA,-23.61463853469086,-46.692201360162336
2024-01-16,NAO DISPONIVEL,PEDESTRE,NA,NA
2024-01-13,SP 150,MOTOCICLETA,-23.6195060074339,-46.6018066291259
2024-01-15,RUA ALMEIDA MAIA,MOTOCICLETA,-23.473794322833747,-46.61813330391342
2023-12-16,RUA CONSELHEIRO COTEGIPE,PEDESTRE,-23.538406415946792,-46.592612635576884
2024-01-15,MARGINAL PINHEIROS,AUTOMOVEL,-23.641058129889622,-46.726709523855874
2024-01-14,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,CAMINHAO,-23.582136210370038,-46.55735439452154
2024-01-13,BR 381,MOTOCICLETA,-23.478047313981,-46.5600634577805
2024-01-11,AVENIDA ARICANDUVA,MOTOCICLETA,-23.544145503758962,-46.53110131342481
2024-01-01,RUA ABILIO PEDRO RAMOS,PEDESTRE,-23.45943805329491,-46.57152991463788
2024-01-12,AVENIDA DO CURSINO,MOTOCICLETA,-23.64251245201613,-46.61272546083826
2024-01-12,RUA EDUARDO SANCHEZ,MOTOCICLETA,-23.595817321214174,-46.39948416065953
2024-01-09,AVENIDA VICE PRESIDENTE JOSE ALENCAR GOMES DA SILVA,MOTOCICLETA,-23.619200500818916,-46.44705190568988
2024-01-10,MARGINAL TIETE PISTA CENTRAL,MOTOCICLETA,-23.515785119285965,-46.65654426712909
2024-01-06,AVENIDA VEREADOR JOAO DE LUCA,PEDESTRE,-23.654663809632005,-46.66706528401014
2024-01-08,PONTE DOS REMEDIOS,MOTOCICLETA,-23.520277154052113,-46.74629125253041
2024-01-08,AVENIDA DAS NACOES UNIDAS,MOTOCICLETA,-23.607465135956154,-46.697249796772084
2024-01-02,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2024-01-07,SP 280,PEDESTRE,-23.5265659,-46.7520872
2024-01-07,RUA CONFEDERACAO DOS TAMOIOS,MOTOCICLETA,-23.602436810327493,-46.44316098091293
2024-01-07,RUA HENRIQUE SAM MINDLIN,MOTOCICLETA,-23.678528534780266,-46.780816289294144
2023-09-20,NAO DISPONIVEL,PEDESTRE,NA,NA
2023-12-29,RUA SANTA RITA DO SAPUCAI,PEDESTRE,-23.690445123574772,-46.76841726565597
2024-01-01,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2024-01-03,AVENIDA DOUTOR FELIPE PINEL,MOTOCICLETA,-23.48213007729771,-46.73137950036837
2024-01-03,AVENIDA SAO MIGUEL,MOTOCICLETA,-23.507449781573428,-46.480533516649146
2023-08-01,SP 330,MOTOCICLETA,-23.455765471409,-46.7852073457606
2024-01-02,AVENIDA SENADOR TEOTONIO VILELA,PEDESTRE,-23.7730511046325,-46.72043690055369
2023-12-30,SP 015,MOTOCICLETA,-23.52489465256738,-46.566581346426
2024-01-01,SP 330,PEDESTRE,-23.4150737578671,-46.8047804331327
2023-12-30,NAO DISPONIVEL,PEDESTRE,NA,NA
2024-01-01,RUA FRANCISCO MACHADO DA SILVA,MOTOCICLETA,-23.457619189263045,-46.66174984478649
2024-01-01,ESTRADA DO M'BOI MIRIM,AUTOMOVEL,-23.70272424563954,-46.78335443148972
2023-12-30,RUA JEAN LACOME,PEDESTRE,-23.527608377675545,-46.40460493516017
2023-12-31,RUA MIGUEL LUIS FIGUEIRA,MOTOCICLETA,-23.675833338717716,-46.74655026811638
2023-12-24,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,MOTOCICLETA,-23.485495452454426,-46.72444461904036
2023-12-30,VIADUTO JACU PESSEGO,MOTOCICLETA,-23.49135860046042,-46.45261198466049
2023-12-30,RUA CACHOEIRA ACARA,MOTOCICLETA,-23.672654565128386,-46.78566239693854
2023-12-30,AVENIDA INAJAR DE SOUZA,MOTOCICLETA,-23.494423890855234,-46.68469660983781
2023-12-19,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2023-12-28,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2023-12-28,RUA MELO FREIRE,PEDESTRE,-23.53869079998741,-46.56792774121502
2023-12-27,AVENIDA MIGUEL YUNES,MOTOCICLETA,-23.693042355577994,-46.68423883436733
2023-12-27,RUA JORGE MARACCINI PONFILIO,PEDESTRE,-23.56407510853039,-46.39714778182041
2023-12-27,RUA ARTHUR BLISS,AUTOMOVEL,-23.64818979265722,-46.7440476705554
2023-12-27,AVENIDA ARICANDUVA,MOTOCICLETA,-23.550779554618966,-46.52339093803431
2023-12-22,AVENIDA BENTO GUELFI,BICICLETA,-23.61409400605224,-46.42327110083002
2023-12-27,AVENIDA DOS BANDEIRANTES,AUTOMOVEL,-23.603630389391554,-46.68056539938171
2023-12-25,AVENIDA YERVANT KISSAJIKIAN,NAO DISPONIVEL,-23.68243521241482,-46.65193727810167
2023-12-26,AVENIDA EUCLIDES DA CUNHA,MOTOCICLETA,NA,NA
2023-12-25,SP 330,MOTOCICLETA,-23.4521313292025,-46.7867119699873
2023-12-25,AVENIDA DONA BELMIRA MARIN,MOTOCICLETA,-23.754839106728625,-46.67501555033534
2023-12-24,AVENIDA PROFESSOR HERMOGENES DE FREITAS LEITAO FILHO,AUTOMOVEL,-23.799260565118026,-46.710409787884394
2023-12-25,AVENIDA MARECHAL TITO,PEDESTRE,-23.491388845526156,-46.38686600871691
2023-12-25,AVENIDA YERVANT KISSAJIKIAN,MOTOCICLETA,-23.670043604025814,-46.66998606976728
2023-12-24,RUA JOSE DA SILVA RIBEIRO,MOTOCICLETA,-23.624618619866773,-46.74023764726888
2023-12-23,BR 381,PEDESTRE,-23.4493007955407,-46.5695643361407
2023-12-22,SP 270,MOTOCICLETA,-23.5831976241142,-46.7751360504314
2023-12-23,AVENIDA DOS BANDEIRANTES,MOTOCICLETA,-23.614993175621937,-46.667898964789906
2023-12-23,AVENIDA AGENOR COUTO DE MAGALHAES,MOTOCICLETA,-23.475618931918287,-46.73951152341894
2023-12-23,RUA ACURUI,AUTOMOVEL,-23.562019366619946,-46.55233884848815
2023-12-04,RUA RUBENS DE OLIVEIRA,MOTOCICLETA,-23.74145065521645,-46.66592561964472
2023-12-22,RUA MACIEL MONTEIRO,MOTOCICLETA,-23.53594595964974,-46.490865479273424
2023-12-22,RUA GARABED GANANIAN,PEDESTRE,-23.463666001218733,-46.58851893742541
2023-12-21,RUA COPENHAGUE,PEDESTRE,-23.541547203367003,-46.417031844061135
2023-12-21,VIADUTO ENGENHEIRO ALBERTO BADRA,MOTOCICLETA,-23.535618127457855,-46.54809130025598
2023-12-21,VENIDA ANTONIO CASTRO LOPES,MOTOCICLETA,NA,NA
2023-12-20,AVENIDA GENERAL ATALIBA LEONEL,MOTOCICLETA,-23.49934211831238,-46.612069565021976
2023-10-24,RUA AMADOR BUENO,AUTOMOVEL,-23.652370830953153,-46.709651306766254
2023-12-20,AVENIDA SENADOR TEOTONIO VILELA,MOTOCICLETA,-23.747394900341256,-46.70821629690033
2023-12-20,AVENIDA INTERLAGOS,AUTOMOVEL,-23.683804490783054,-46.6915891142944
2023-12-17,AVENIDA DIEDERICHSEN,AUTOMOVEL,-23.63291780307427,-46.63773608064571
2023-12-07,AVENIDA LUIZ GUSHIKEN,PEDESTRE,-23.66333053379499,-46.72807828602507
2023-12-18,AVENIDA DOUTOR GUILHERME DUMONT VILARES,MOTOCICLETA,-23.605041193385095,-46.74678995951189
2023-12-17,AVENIDA COMENDADOR FEIZ ZARZUR,PEDESTRE,-23.47515434611823,-46.724430766261605
2023-12-18,AVENIDA SALIM FARAH MALUF,MOTOCICLETA,-23.552368463634913,-46.57758242407958
2023-12-18,AVENIDA LIDER,MOTOCICLETA,-23.552434956512247,-46.46488288900677
2023-12-17,SP 348,AUTOMOVEL,-23.3938959516607,-46.7683845690611
2023-12-13,AVENIDA ANTONIO ESTEVAO DE CARVALHO,MOTOCICLETA,-23.528488686666044,-46.51415920184416
2023-12-17,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2023-12-11,AVENIDA JORGE JOAO SAAD,MOTOCICLETA,-23.594523045376114,-46.72040390318775
2023-12-15,AVENIDA PROFESSOR FRANCISCO MORATO,MOTOCICLETA,-23.594675573427516,-46.737706569320956
2023-12-15,AVENIDA LUIZ DUMONT VILLARES,PEDESTRE,-23.497815490809828,-46.61259300288504
2023-12-13,AVENIDA MONSENHOR MANFREDO LEITE,PEDESTRE,-23.600768991553828,-46.746890345628266
2023-12-15,RUA NOVA BRASILIA,MOTOCICLETA,-23.596710688071724,-46.50715465091914
2023-12-15,AVENIDA SENADOR JOSE ERMIRIO DE MORAES,AUTOMOVEL,-23.440139841309037,-46.61617704015102
2023-09-19,ESTRADA DO M'BOI MIRIM,PEDESTRE,-23.671966563034488,-46.74198466933627
2023-12-14,RUA DOUTOR ALFREDO PUJOL,PEDESTRE,NA,NA
