data,logradouro,veiculo,latitude,longitude
2022-08-12,ESTRADA DO CAMPO LIMPO,PEDESTRE,-23.61961321470658,-46.75785137116481
2022-08-12,MINIISTRO MOACIR DO AMARAL SANTOS,MOTOCICLETA,-23.679188878370745,-46.79710078465739
2022-07-20,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2022-08-11,AVENIDA PROFESSOR FRANCISCO MORATO,AUTOMOVEL,-23.5903374,-46.7302593
2022-08-10,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2022-08-09,AVENIDA DOM HELDER CAMARA,PEDESTRE,-23.517158,-46.515897
2022-08-09,AVENIDA DONA BELMIRA MARIN,MOTOCICLETA,-23.748270343865,-46.68739801357598
2022-08-07,BR 116,MOTOCICLETA,NA,NA
2022-08-07,AVENIDA YERVANT KISSAJIKIAN,MOTOCICLETA,-23.67641596839117,-46.65986221600378
2022-08-02,SP 348,MOTOCICLETA,-23.448520925156032,-46.754977606456215
2022-08-05,AVENIDA JACU PESSEGO NOVA TRABALHADORES,PEDESTRE,-23.539343236838842,-46.45060208234534
2022-08-05,AVENIDA MARGINAL TIETE CENTRAL,PEDESTRE,-23.521101069935856,-46.615366580814054
2022-07-27,AVENIDA WASHINGTON LUIS,MOTOCICLETA,-23.620706726258863,-46.662067242328696
2022-08-01,RUA ALFREDO PUJOL,MOTOCICLETA,-23.503049781,-46.642382104
2022-08-02,AVENIDA JOSE PINHEIRO BORGES,MOTOCICLETA,-23.528822271,-46.446972014
2022-08-02,RUA TOLEDO BARBOSA,AUTOMOVEL,-23.5407189229999,-46.58323257
2022-08-02,AVENIDA CUPECE,MOTOCICLETA,-23.67002785980834,-46.64739485775338
2022-07-31,RUA ENGENHEIRO PEREIRA PASSOS,MOTOCICLETA,-23.464548477085465,-46.681602874949284
2022-08-01,BR 381,PEDESTRE,NA,NA
2022-08-01,RUA RIO TEFE,MOTOCICLETA,NA,NA
2022-07-31,AVENIDA ENGENHEIRO CAETANO ALVARES,MOTOCICLETA,-23.4863372579999,-46.639559074
2022-07-29,AVENIDA DOS BANDEIRANTES,PEDESTRE,-23.6086902399999,-46.6766148299999
2022-07-30,NAO DISPONIVEL,NAO DISPONIVEL,NA,NA
2022-05-01,AVENIDA GIOVANNI GRONCHI,PEDESTRE,-23.598728755,-46.711894897
2022-07-29,NAO DISPONIVEL,NAO DISPONIVEL,NA,NA
2022-07-28,RUA DOUTOR LUIS AIRES,MOTOCICLETA,-23.543470421571104,-46.47511938151078
2022-07-28,AVENIDA DAS NACOES UNIDAS,PEDESTRE,-23.665969067958244,-46.70672745654472
2022-07-23,AVENIDA HARRY DANNENBERG,AUTOMOVEL,-23.559818248715,-46.46604179836384
2022-07-26,AVENIDA CECILIA LOTTENBERG,MOTOCICLETA,-23.6311033,-46.7099221
2022-07-26,AVENIDA OTAVIANO ALVES DE LIMA,PEDESTRE,-23.50679792295128,-46.71835820193465
2022-07-24,AVENIDA JOSE ALENCAR GOMES DA SILVA,PEDESTRE,-23.6101645,-46.4405658
2022-07-24,BR 381,MOTOCICLETA,-23.45775816289004,-46.57131495358733
2022-07-24,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA ME,PEDESTRE,-23.594273,-46.5390073
2022-07-23,AVENIDA CIPRIANO RODRIGUES,AUTOMOVEL,-23.5766755868098,-46.5226474289194
2022-07-23,AVENIDA PIERRE RENOIR,PEDESTRE,-23.43027287496843,-46.78749941058253
2022-07-23,AVENIDA LINS DE VASCONCELOS,BICICLETA,-23.587979571906637,-46.63031378843999
2022-07-09,RUA ALENCAR ARARIPE,MOTOCICLETA,-23.6141061423091,-46.5970442325999
2022-07-22,AVENIDA ENGENHEIRO LUIS CARLOS BERRINI,MOTOCICLETA,-23.599016663854368,-46.6910438307686
2022-07-22,AVENIDA ELISIO TEIXEIRA LEITE,PEDESTRE,-23.44068877632592,-46.71752049999999
2022-07-22,RUA DOUTOR LUIZ AYRES,MOTOCICLETA,-23.54337149127328,-46.47112121542704
2022-07-22,AVENIDA BRAZ LEME,PEDESTRE,-23.51322362,-46.653362667
2022-07-21,AVENIDA SENADOR TEOTONIO VILELA,MOTOCICLETA,-23.742695506904216,-46.706189617273054
2022-07-21,AVENIDA BALMIRO MARIN,PEDESTRE,-23.74921620872174,-46.68757997116482
2022-07-09,RUA RAIMUNDO PEREIRA DE MAGALHÃES,MOTOCICLETA,NA,NA
2022-07-19,SP 270,MOTOCICLETA,-23.584426268883018,-46.78620214603591
2022-07-19,AVENIDA JULIO BUONO,PEDESTRE,-23.4769600559999,-46.581797439
2022-07-19,AVENIDA REBOUCAS,MOTOCICLETA,-23.5711920159999,-46.691273262
2022-07-19,RUA VOLUNTARIOS DA PATRIA,AUTOMOVEL,-23.484751042806536,-46.62922098659232
2022-07-18,AVENIDA DONA BELMIRA MARIN,NAO DISPONIVEL,NA,NA
2022-07-17,AVENIDA DOUTOR ENEAS CARVALHO DE AGUIAR,CAMINHAO,NA,NA
2022-07-16,RUA JARDIM TAMOIO,MOTOCICLETA,-23.553851832,-46.436020608
2022-07-16,AVENIDA CARLOS LACERDA,MOTOCICLETA,-23.655716037948356,-46.77659464426056
2022-07-16,AVENIDA PAULO GUILGUER REIMBERG,MOTOCICLETA,-23.7726750209999,-46.700399622
2022-07-16,RUA DOUTOR JOSE ELIAS,PEDESTRE,-23.53302336898909,-46.71864552698608
2022-07-16,AVENIDA PRESIDENTE CASTELO BRANCO,ONIBUS,-23.520031016,-46.625634836
2022-07-16,AVENIDA GAMELEIRA BRANCA,AUTOMOVEL,-23.5645308599999,-46.490604661
2022-07-16,AVENIDA VEREADOR JOAO DE LUCA,AUTOMOVEL,-23.644020827,-46.672815864
2022-07-15,RUA DOUTOR LUIZ AYRES,MOTOCICLETA,-23.5431349,-46.4728595
2022-07-13,RUA COELHO LISBOA,PEDESTRE,-23.549569641604986,-46.571768955821724
2022-07-15,RUA COMENDADEIRA LEILA NABHAN NAZARRO,MOTOCICLETA,-23.50002892819459,-46.36736501534261
2022-07-10,AVENIDA LEITAO DA CUNHA,PEDESTRE,-23.6411501847915,-46.7500062263026
2022-07-11,RUA EUGENIO DE MEDEIROS,PEDESTRE,-23.570584843250362,-46.70011111727608
2022-07-14,RUA PASTORAL,MOTOCICLETA,-23.750179224227544,-46.69416841542554
2022-07-13,SP 160,PEDESTRE,-23.652612919305657,-46.63388992680144
2022-06-20,SP 270,MOTOCICLETA,-23.583740335986363,-46.78068152454788
2022-07-13,SP 150,PEDESTRE,-23.624231629053057,-46.59984042216859
2022-07-13,AVENIDA MORVAN DIAS DE FIGUEREDO,PEDESTRE,-23.5247562499999,-46.568567811
2022-07-11,RUA CATLEIAS,MOTOCICLETA,-23.4911926579999,-46.45381502
2022-07-11,AVENIDA RAGUEB CHOHFI,MOTOCICLETA,-23.5983991429999,-46.462612889
2022-07-11,AVENIDA PROFESSOR VICENTE RAO,AUTOMOVEL,-23.636513050736163,-46.67712164611041
2022-07-11,ESTRADA DO CAMPO LIMPO,PEDESTRE,-23.624368342937597,-46.76485598843944
2022-07-10,SP 070,PEDESTRE,-23.49529349891603,-46.51982651348281
2022-07-10,AVENIDA JOAQUIM NAPOLEAO MACHADO,MOTOCICLETA,-23.7144201199999,-46.68994838
2022-07-10,AVENIDA JOAQUIM NAPOLEAO MACHADO,MOTOCICLETA,-23.7144201199999,-46.68994838
2022-07-10,AVENIDA ELLIS MAAS,PEDESTRE,-23.6617703429839,-46.7688646872781
2022-07-09,SP 330,PEDESTRE,-23.432695507290443,-46.786632055012404
2022-07-09,AVENIDA SAPOPEMBA,PEDESTRE,-23.61305478274109,-46.492666403782096
2022-07-09,RUA CAPITAO BUSSE,MOTOCICLETA,-23.474338083,-46.562250208
2022-07-09,RUA JACINTHO PEREIRA,MOTOCICLETA,-23.4504732312532,-46.730933417278266
2022-04-30,AVENIDA CARLOS BARBOSA SANTOS,NAO DISPONIVEL,-23.7712424,-46.6803559
2022-07-08,AVENIDA SAO GABRIEL,MOTOCICLETA,-23.578827256746,-46.6708149840724
2022-06-23,AVENIDA ANTONIO ESTEVAO DE CARVALHO,MOTOCICLETA,-23.531579187,-46.501510319
2022-07-05,ESTRADA DA LIGACAO,PEDESTRE,-23.75498536788336,-46.661746546108326
2022-06-26,AVENIDA IMIRIM,PEDESTRE,-23.4799156793333,-46.6582048456666
2022-02-12,NAO DISPONIVEL,PEDESTRE,NA,NA
2022-07-04,SP 021,PEDESTRE,-23.426545048452738,-46.7521291648998
2022-07-04,BR 381,MOTOCICLETA,NA,NA
2022-07-04,RUA PIRASSUNUNGA,AUTOMOVEL,-23.5614864961465,-46.5772076054748
2022-07-04,RUA GUAIPA,AUTOMOVEL,-23.52137397102725,-46.734062273096846
2022-07-04,RUA GUAIPA,AUTOMOVEL,-23.52137397102725,-46.734062273096846
2022-07-03,SP 330,PEDESTRE,-23.429675075166337,-46.78709614448934
2022-07-03,SP 330,PEDESTRE,-23.50898016422133,-46.73141163654138
2022-07-03,AVENIDA PRESIDENTE JOAO GOULART,AUTOMOVEL,-23.72297855049096,-46.67786784610891
2022-07-02,BR 381,MOTOCICLETA,-23.466400295928146,-46.57149451647865
2022-07-02,RUA PROFESSOR PEDRO PEDRESCHI,AUTOMOVEL,-23.457907036544302,-46.623095842328695
2022-07-02,RUA JEAN CHALGRIN,PEDESTRE,-23.645529917438463,-46.60991585810852
2022-06-28,RUA INACIO MONTEIRO,PEDESTRE,-23.583463578356795,-46.384820608597515
2022-07-02,RUA PROFESSOR PEDRO PEDRESCHI,AUTOMOVEL,-23.457907036544302,-46.623095842328695
2022-07-02,RUA INACIO COUTO,PEDESTRE,-23.71604706474564,-46.76792581349304
2022-07-02,RUA PROFESSOR PEDRO PEDRESCHI,AUTOMOVEL,-23.457907036544302,-46.623095842328695
2022-07-02,AVENIDA DOUTOR FRANCISCO MESQUITA,MOTOCICLETA,-23.5878116873746,-46.589710529873
2022-07-02,RUA CANARIO,MOTOCICLETA,-23.604657521557677,-46.67070901789076
2022-07-02,RUA JEAN CHALGRIN,AUTOMOVEL,-23.645323267835792,-46.609928528835646
2022-06-21,VIADUTO RODOANEL MARIO COVAS,PEDESTRE,NA,NA
2022-07-01,NAO DISPONIVEL,PEDESTRE,NA,NA
2022-06-22,AVENIDA ARICANDUVA,PEDESTRE,-23.55525856,-46.517469492
2022-06-30,AVENIDA INAJAR DE SOUZA,PEDESTRE,-23.490068348919014,-46.685506726986084
2022-06-30,AVENIDA INAJAR DE SOUZA,MOTOCICLETA,-23.490068348919014,-46.685506726986084
2022-06-29,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,MOTOCICLETA,-23.583876731433193,-46.57798245767037
2022-06-22,AVENIDA DO CURSINO,MOTOCICLETA,-23.6264713121996,-46.6191646020074
2022-06-29,RUA PADRE CARVALHO,AUTOMOVEL,-23.5597205609999,-46.69651505
2022-06-21,AVENIDA FRANCISCO MATARAZZO,BICICLETA,-23.530516919,-46.666454448
2022-04-13,RUA PROFESSOR PAULO MANGABEIRA ALBERNAZ,MOTOCICLETA,-23.667449409,-46.656000868
2022-05-09,AVENIDA ITABERABA,MOTOCICLETA,-23.48008887045537,-46.681957128918576
2022-06-27,RUA SAO TEODORO,PEDESTRE,-23.556404336,-46.450248286
2022-06-27,AVENIDA AFONSO DE SAMPAIO E SOUSA,MOTOCICLETA,-23.565306973,-46.467640564
2022-06-27,AVENIDA GIOVANNI GRONCHI,MOTOCICLETA,-23.62726784837595,-46.7358225884393
2022-06-27,AVENIDA ARICANDUVA,MOTOCICLETA,-23.547480921865716,-46.52577106145491
2022-06-26,RUA SALVADOR RODRIGUES NEGRAO,MOTOCICLETA,-23.670770208570374,-46.66161434610973
2022-05-07,AVENIDA INTERLAGOS,PEDESTRE,NA,NA
2022-06-26,AVENIDA LEONCIO DE MAGALHAES,MOTOCICLETA,-23.49470381847633,-46.61615431727722
2022-06-25,AVENIDA VEREADOR JOAO DE LUCA,AUTOMOVEL,-23.650942303465428,-46.66973684426067
2022-06-25,RUA USHIKICHI KAMIYA,MOTOCICLETA,-23.437900207319977,-46.573943174949804
2022-06-25,NAO DISPONIVEL,AUTOMOVEL,NA,NA
2022-05-07,NAO DISPONIVEL,NAO DISPONIVEL,NA,NA
2022-06-25,RUA USHIKICHI KAMIYA,MOTOCICLETA,-23.437900207319977,-46.573943174949804
2022-06-24,AVENIDA INTERLAGOS,MOTOCICLETA,-23.670804939504684,-46.67753211727417
2022-06-23,RUA SAO PASCAL,MOTOCICLETA,-23.532061067154466,-46.42951162883564
2022-06-22,AVENIDA PADRE ARLINDO VIEIRA,PEDESTRE,-23.629656224318943,-46.60250395775423
2022-06-20,NAO DISPONIVEL,NAO DISPONIVEL,NA,NA
2022-06-21,R. SAO RAIMUNDO,PEDESTRE,-23.608935737926554,-46.5617763
2022-06-21,AVENIDA ARICANDUVA,MOTOCICLETA,-23.539831820649013,-46.54256021727664
2022-06-21,ESTRADA DO ALVARENGA,PEDESTRE,-23.6939197,-46.6569799869999
2022-06-21,RUA SERRA DE JUREA,BICICLETA,-23.54517711500952,-46.57186101542704
2022-06-19,AVENIDA VITOR MANZINI,PEDESTRE,-23.663876799,-46.7085065049999
2022-06-19,AVENIDA RAGUEB CHOHFI,PEDESTRE,-23.59514266075864,-46.4335072730974
2022-06-14,RUA LUIS JULIANI,MOTOCICLETA,-23.6205746840188,-46.5102327633396
2022-06-18,RUA ANTONIO MOREIRA,MOTOCICLETA,-23.52413142734538,-46.609974303994
2022-06-17,AVENIDA JARDIM JAPAO,MOTOCICLETA,-23.480808055265186,-46.58091611542802
2022-06-05,RUA ALICE DOS SANTOS PEIXE,PEDESTRE,-23.686929385376843,-46.655698015424335
2022-05-29,AVENIODA SAPOPEMBA,MOTOCICLETA,-23.614338167150247,-46.500902517492015
2022-06-17,RUA CARIBE,PEDESTRE,-23.559472,-46.3941474
2022-06-17,RUA CARIBE,PEDESTRE,-23.559472,-46.3941474
2022-06-17,AVENIDA DONA BELMIRA MARIN,PEDESTRE,-23.753836244,-46.680875812
2022-06-17,VIADUTO ENGENHEIRO ALBERTO BADRA,NAO DISPONIVEL,-23.53536867346074,-46.5480909
2022-06-16,AVENIDA JAGUARE,BICICLETA,NA,NA
2022-06-16,AVENIDA ANTONELO DA MESSINA,PEDESTRE,-23.442376035265287,-46.58978382428041
2022-06-05,RUA CARUXA,PEDESTRE,-23.639095984909815,-46.74618434426092
2022-06-16,AVENIDA BOM JARDIM,MOTOCICLETA,-23.524305067105566,-46.615671015427246
2022-06-15,SP 330,AUTOMOVEL,-23.434864100646834,-46.786299413950424
2022-06-12,AVENIDA GUAPIRA,MOTOCICLETA,-23.4819470479999,-46.602110685
2022-06-12,LARGO SAO FRANCISCO,PEDESTRE,-23.549990012752293,-46.636586671164814
2022-06-13,RUA ANGA,MOTOCICLETA,-23.569869880320454,-46.54085831226779
2022-06-13,NAO DISPONIVEL,BICICLETA,NA,NA
2022-06-04,AVENIDA PRESIDENTE TANCREDO NEVES,AUTOMOVEL,-23.61388531062452,-46.60833512698887
2022-06-13,AVENIDA SAO VALERIO,MOTOCICLETA,-23.582826094525092,-46.70208843076873
2022-06-04,SP 270,PEDESTRE,-23.583197624114195,-46.77513605043139
2022-06-12,RUA PEDRO BRASIL BANDECCHI,MOTOCICLETA,-23.4708383714354,-46.6534610889804
2022-06-12,AVENIDA PADRE ARLINDO VIEIRA,MOTOCICLETA,-23.6433146618137,-46.6054971176422
2022-06-12,AVENIDA GENERAL OLIMPIO DA SILVEIRA,PEDESTRE,-23.53261022589195,-46.657982471164814
2022-06-12,RUA DEPUTADO LAERCIO CORTE,MOTOCICLETA,-23.63217422008642,-46.72406341349444
2022-06-12,RUA DAS GUASSATUNGAS,MOTOCICLETA,-23.6542856047782,-46.6450730839357
2022-06-12,RUA DEPUTADO LAERCIO CORTE,MOTOCICLETA,-23.63217422008642,-46.72406341349444
2022-06-11,RUA DOUTOR LUIZ AYRES,PEDESTRE,-23.543241288860422,-46.46498371551853
2022-06-11,AVENIDA ADELIA CHOHFI,MOTOCICLETA,-23.6210260949999,-46.4783286639999
2022-06-11,RUA DOUTOR LUIZ MIGLIANO,MOTOCICLETA,-23.6116943107655,-46.7437918018957
2022-06-11,AVENIDA SALIM FARAH MALUF,MOTOCICLETA,-23.5553689929999,-46.57700643
2022-06-11,RUA DA CANTAREIRA,PEDESTRE,-23.537917175848946,-46.62833842716663
2022-06-11,RUA MANUEL SETUBAL,MOTOCICLETA,-23.52868754485758,-46.430857013493046
2022-06-10,SP 160,AUTOMOVEL,-23.661317659530855,-46.633262871125126
2022-06-10,AVENIDA PROFESSOR FRANCISCO MORATO,AUTOMOVEL,-23.59413838143122,-46.73672100193251
2022-06-09,AVENIDA AUGUSTO DE CASTRO,ONIBUS,-23.689494638619326,-46.664668430766994
2022-06-09,AVENIDA PRESIDENTE CASTELO BRANCO,MOTOCICLETA,-23.516421288319798,-46.66149537124728
2022-06-04,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2022-06-01,RUA MARECHAL BARBACENA,PEDESTRE,-23.55482411277995,-46.57519171349443
2022-05-28,AVENIDA PROFESSOR FRANCISCO MORATO,PEDESTRE,-23.603239715,-46.744701144
2022-06-08,SP 070,PEDESTRE,-23.478038587968616,-46.50071171873933
2022-06-08,AVENIDA DEPUTADO CANTIDIO SAMPAIO,PEDESTRE,-23.459043920130778,-46.68678059885059
2022-06-08,RUA DA SERRA DOIS IRMAOS,PEDESTRE,-23.662067591313722,-46.78842939999999
2022-05-27,NAO DISPONIVEL,PEDESTRE,NA,NA
2022-06-07,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2022-06-07,AVENIDA INTERLAGOS,PEDESTRE,NA,NA
2022-06-07,AVENIDA VINTE E TRES DE MAIO,PEDESTRE,NA,NA
2022-05-30,NAO DISPONIVEL,PEDESTRE,NA,NA
2022-06-05,AVENIDA PROFESSOR ABRAAO DE MORAIS,AUTOMOVEL,-23.606583016616423,-46.627351015425866
2022-06-05,AVENIDA SAPOPEMBA,MOTOCICLETA,-23.62148411686257,-46.43561317476718
2022-06-05,AVENIDA CALIM EID,MOTOCICLETA,-23.52083214847997,-46.505582815427324
2022-05-01,NAO DISPONIVEL,NAO DISPONIVEL,NA,NA
2022-06-05,RUA DONA ANA ARAUJO DE PAULA,PEDESTRE,-23.577515460303314,-46.55850371165933
2022-05-21,RUA INACIO MONTEIRO,PEDESTRE,-23.58175564793382,-46.38713840184626
2022-06-04,RUA MAGALHAES DE CASTRO,AUTOMOVEL,-23.564729644,-46.705419187
2022-06-04,RETORNO AVENIDA CONDE DE FRONTIN,MOTOCICLETA,-23.5317323309999,-46.5217605289999
2022-06-02,AVENIDA ITAQUERA,AUTOMOVEL,-23.5412728888169,-46.4573491070222
2022-05-30,AVENIDA ARRAIAS DO ARAGUAIA,MOTOCICLETA,-23.57908621422889,-46.502001841625734
2022-06-02,AVENIDA SAPOPEMBA,MOTOCICLETA,-23.613246227055413,-46.49255250193267
2022-05-27,RUA DOS PINHEIROS,PEDESTRE,-23.565941197988934,-46.683486530998756
2022-05-31,SP 348,AUTOMOVEL,-23.494882679324075,-46.73127026729502
2022-05-30,AVENIDA ESCOLA POLITECNICA,MOTOCICLETA,-23.570323638642236,-46.76198573978854
2022-05-31,AVENIDA AGUIA DE HAIA,MOTOCICLETA,-23.51343685908377,-46.4767802632666
2022-05-31,RUA BENEDITO FERNANDES,PEDESTRE,-23.66108686475929,-46.70825112139202
2022-05-25,RUA SIMÃO LOPES,PEDESTRE,-23.631217547822917,-46.60934146088381
2022-05-18,ESTRADA DE ITAQUAQUECETUBA,MOTOCICLETA,-23.790640735489106,-46.63960284888299
2022-05-30,ACESSO AVENIDA DAS NACOES UNIDAS,PEDESTRE,-23.675616371179554,-46.698943456688845
2022-05-29,SP 015,MOTOCICLETA,-23.522104114913173,-46.60338048215341
2022-05-29,RUA JOAQUIM CARLOS,BICICLETA,-23.529719559203198,-46.60511404670481
2022-05-28,AVENIDA PROFESSOR DOUTOR TELEMACO HIPPOL,MOTOCICLETA,-23.661879204709827,-46.77052828172234
2022-05-28,RUA SABBADO DANGELO,MOTOCICLETA,-23.5433477400757,-46.4461960316278
2022-05-28,AVENIDA VEREADOR JOAO DE LUCA,MOTOCICLETA,-23.657202249250414,-46.6647375226792
2022-05-24,AVENIDA SAPOPEMBA,AUTOMOVEL,-23.6101801,-46.484954833
2022-04-27,RUA BENJAMIN,MOTOCICLETA,-23.467476009770927,-46.587841901846325
2022-05-26,AVENIDA DO RIO PEQUENO,ONIBUS,-23.564785458780012,-46.75030737200296
2022-05-17,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2022-05-25,RUA DOUTOR EDUARDO LOBO,AUTOMOVEL,-23.6237706603092,-46.631443267303
2022-05-25,AVENIDA SALIM FARAH MALUF,MOTOCICLETA,-23.5793941859999,-46.5722351479999
2022-05-24,RUA MANUEL RODRIGUES SANTIAGO,PEDESTRE,-23.516436,-46.3839909
2022-05-22,AVENIDA TAQUANDAVA,MOTOCICLETA,-23.725738248,-46.763956752
2022-05-23,AVENIDA MORVAN DIAS DE FIGUEREDO,PEDESTRE,-23.52432153105734,-46.57420593565878
2022-05-20,NAO DISPONIVEL,PEDESTRE,NA,NA
2022-05-22,RUA DO ORFANATO,MOTOCICLETA,-23.577961234769454,-46.577396245404145
2022-03-30,RUA DOS PATRIOTAS,MOTOCICLETA,-23.5825678049999,-46.599806668
2022-05-22,RUA SALLES GOMES,MOTOCICLETA,-23.40730858697139,-46.75236206930921
2022-05-22,AVENIDA PADRE ARLINDO VIEIRA,MOTOCICLETA,-23.643751834092008,-46.60554147845869
2022-05-22,AVENIDA EMBAIXADOR MACEDO SOARES,PEDESTRE,-23.5089865298445,-46.6991019403151
2022-05-22,AVENIDA MINISTRO LAUDO FERREIRA DE CAMAR,MOTOCICLETA,-23.588698244168498,-46.73622880674647
2022-05-15,ESTRADA DA RIVIERA,MOTOCICLETA,-23.701571741477895,-46.746695847189486
2022-05-22,AVENIDA TAQUANDAVA,MOTOCICLETA,-23.725738248,-46.763956752
2022-05-17,RUA AUGUSTA,PEDESTRE,-23.552331464853363,-46.65329725397787
2022-05-21,AVENIDA RICARDO MEDINA FILHO,PEDESTRE,-23.53698520238014,-46.70754837997183
2022-05-20,AVENIDA DOUTOR VITAL BRASIL,PEDESTRE,-23.571015716555998,-46.709183210392425
2022-05-13,AVENIDA DIREITOS HUMANOS,AUTOMOVEL,-23.4841801,-46.650435
2022-05-16,AVENIDA CONDE DE FRONTIN,MOTOCICLETA,-23.535806222499115,-46.55200863709208
2022-05-15,AVENIDA ANDORINHA DOS BEIRAIS,MOTOCICLETA,-23.673910253607986,-46.79699083232782
2022-05-16,AVENIDA SAO JOAO,BICICLETA,-23.5437201,-46.6378763
2022-05-16,AVENIDA HENRY FORD,PEDESTRE,-23.57044799027417,-46.60045552943274
2022-05-16,AVENIDA NOSSA SENHORA DA ASSUNCAO,MOTOCICLETA,-23.56423303,-46.746482608
2022-05-16,AVENIDA RIO DAS PEDRAS,MOTOCICLETA,-23.569310005708566,-46.50845566810698
2022-05-15,AVENIDA GOVERNADOR CARVALHO PINTO,PEDESTRE,-23.514807033236796,-46.53771141643574
2022-05-16,AVENIDA JACU PESSEGO NOVA TRABALHADORES,PEDESTRE,-23.591781888972555,-46.443995349107475
2022-05-15,AVENIDA MIGUEL ESTEFNO,MOTOCICLETA,-23.640846067578245,-46.622840671064594
2022-05-15,RUA MANUEL RODRIGUES SANTIAGO,MOTOCICLETA,-23.515357289185726,-46.38167702881863
2022-05-15,ESTRADA ENGENHEIRO MARSILAC,MOTOCICLETA,-23.90594279491898,-46.70144978710109
2022-05-15,RUA JOAQUIM FERREIRA DA ROCHA,PEDESTRE,-23.4671199386601,-46.6919337707187
2022-04-24,NAO DISPONIVEL,MOTOCICLETA,NA,NA
2022-05-14,AVENIDA PROFESSOR FRANCISCO MORATO,PEDESTRE,-23.587951450690998,-46.726881374062316
2022-05-14,RUA DESEMBARGADOR ISNARD DOS REIS,MOTOCICLETA,-23.510840612822296,-46.36745134233586
2022-05-14,RUA DESEMBARGADOR ISNARD DOS REIS,MOTOCICLETA,-23.510845410238154,-46.367450477547635
2022-05-13,RUA RAUL SEIXAS,MOTOCICLETA,-23.5626805,-46.3954044
2022-05-10,AVENIDA PRESTES MAIA,PEDESTRE,-23.539686108152768,-46.63371176806608
2022-05-12,AVENIDA ENGENHEIRO ROBERTO ZUCCOLO,AUTOMOVEL,-23.526928249,-46.746261881
2022-05-11,RUA NOVA BRASILIA,PEDESTRE,-23.5979645359999,-46.510550861
2022-05-10,SP 150,PEDESTRE,-23.644336816,-46.5847172589999
2022-05-08,SP 280,PEDESTRE,-23.5253565,-46.7474238
2022-05-08,RUA INDIO PERY,MOTOCICLETA,-23.46429627,-46.6496938349999
2022-05-08,AVENIDA ATLANTICA,MOTOCICLETA,-23.712580055431978,-46.70986594536369
2022-05-06,AVENIDA CUPECE,PEDESTRE,-23.673108569123443,-46.64370811534071
2022-05-07,RUA MELO VIANA,MOTOCICLETA,-23.501198230506596,-46.58230164232963
2022-05-07,AVENIDA EMBAIXADOR ALVARO LINS,MOTOCICLETA,-23.6265561019999,-46.629168814
2022-05-07,AVENIDA RAGUEB CHOHFI,MOTOCICLETA,-23.5983991429999,-46.462612889
2022-05-07,NAO DISPONIVEL,PEDESTRE,NA,NA
2022-05-06,AVENIDA NOSSA SENHORA DA ASSUNCAO,MOTOCICLETA,-23.56423303,-46.746482608
2022-05-05,AVENIDA INAJAR DE SOUZA,PEDESTRE,-23.501823553742756,-46.686940728988766
2022-05-06,ACESSO AVENIDA MARGINAL TIETE,BICICLETA,-23.508698184,-46.720577804
2021-10-12,RUA AGAMENON PEREIRA DA SILVA,PEDESTRE,-23.697426510081087,-46.77581730186988
2022-05-05,AVENIDA GABRIELA MISTRAL,MOTOCICLETA,-23.508083904042838,-46.54932441347154
2022-05-04,SP 280,MOTOCICLETA,-23.5253565,-46.7474238
2022-05-02,AVENIDA OTAVIANO ALVES DE LIMA,AUTOMOVEL,-23.506317218099888,-46.695447042329604
2022-05-02,RUA MARINHO FALCAO,PEDESTRE,-23.547383338088377,-46.69054617301112
2022-05-03,NAO DISPONIVEL,AUTOMOVEL,NA,NA
2022-03-24,NAO DISPONIVEL,PEDESTRE,NA,NA
2022-04-24,VIADUTO VILA JACUI,MOTOCICLETA,NA,NA
2022-05-03,ESTRADA DA COLONIA,MOTOCICLETA,-23.844384746700467,-46.71658204907511
2020-06-21,NAO DISPONIVEL,PEDESTRE,NA,NA
2022-05-01,AVENIDA CANTOS DO AMANHECER,MOTOCICLETA,-23.6500603743272,-46.785078103572474
2022-05-01,RUA MANOEL BARBOSA,PEDESTRE,-23.4888317799999,-46.7105920979999
2022-05-01,RUA CONTE LOPES,PEDESTRE,-23.621370346928916,-46.4507983576704
2022-04-30,RUA DA MOOCA,PEDESTRE,-23.554920672602062,-46.607996277245206
2022-04-28,RUA VOLUNTARIOS DA PATRIA,MOTOCICLETA,NA,NA
2022-04-29,AVENIDA MARECHAL TITO,PEDESTRE,-23.49433627407075,-46.423012550900545
2022-04-27,RUA BENEDITTO MARCELLO,MOTOCICLETA,-23.73751827677975,-46.693709073094745
2022-04-27,PONTE ENGENHEIRO ARY TORRES,MOTOCICLETA,-23.5965309269999,-46.691627808
2022-04-13,RUA LEAIS PAULISTANOS,MOTOCICLETA,-23.577993722832094,-46.60194801214797
2022-04-25,AVENIDA NORDESTINA,MOTOCICLETA,-23.5121362,-46.4277418
2022-04-24,RUA PEIXOTO DE MELO FILHO,MOTOCICLETA,-23.68521731255272,-46.664066726984814
