ano,mes,tipo_veiculo,frota
2010,2,motocicleta,662581
2010,1,micro-onibus,30235
2010,1,semi-reboque,28262
2019,11,caminhao,135829
2019,12,automovel,5868736
2018,9,outros,867
2018,9,triciclo,1184
2018,9,camioneta,459780
2018,9,caminhonete,494017
2018,8,quadriciclo,39
2006,12,camioneta,289846
2006,11,caminhonete,185790
2006,12,micro-onibus,26618
2003,12,reboque,33012
2003,11,reboque,32685
2003,12,side-car,61
2003,11,triciclo,121
2003,11,ciclomotor,2274
2003,12,quadriciclo,26
2003,11,chassi plataforma,587
2010,11,caminhonete,350217
2010,11,chassi plataforma,323
2008,9,outros,190
2008,8,caminhao,133947
2008,7,camioneta,240455
2008,7,ciclomotor,2504
2008,7,chassi plataforma,734
2016,10,triciclo,1022
2016,10,motocicleta,890259
2016,10,quadriciclo,21
2016,10,caminhao trator,24841
2012,1,side-car,88
2012,1,caminhonete,372091
2012,2,semi-reboque,32089
2012,1,caminhao trator,18866
2022,11,bonde,8
2022,12,bonde,8
2022,11,reboque,61509
2022,12,utilitario,199243
2014,8,motoneta,123945
2014,8,triciclo,810
2014,7,automovel,5078281
2014,9,quadriciclo,21
2014,8,quadriciclo,21
2014,8,chassi plataforma,208
2003,1,caminhao,114905
2003,2,motoneta,44705
2003,2,triciclo,100
2003,1,triciclo,96
2003,2,utilitario,1155
2003,1,utilitario,1107
2005,4,outros,256
2005,2,outros,259
2005,2,reboque,34612
2005,3,side-car,68
2005,4,caminhonete,144356
2005,2,motocicleta,324048
2005,4,motocicleta,331040
2005,2,trator esteira,3
2005,2,caminhao trator,12921
2020,2,onibus,47890
2020,3,caminhao,136765
2020,3,motoneta,179033
2020,4,automovel,5900160
2020,3,ciclomotor,4214
2020,4,utilitario,154427
2020,3,motocicleta,1022157
2020,4,quadriciclo,42
2020,3,micro-onibus,40178
2020,3,trator esteira,5
2011,3,bonde,10
2011,2,automovel,4635939
2011,3,automovel,4648386
2011,3,utilitario,45602
2011,3,micro-onibus,31511
2011,4,trator esteira,5
2004,10,bonde,17
2004,12,caminhao,118576
2004,11,side-car,66
2004,12,utilitario,5694
2004,11,micro-onibus,26371
2004,11,semi-reboque,20142
2004,10,semi-reboque,19997
2004,11,trator rodas,1548
2023,11,motoneta,237987
2023,9,side-car,95
2023,11,ciclomotor,6009
2023,9,micro-onibus,41646
2023,10,trator esteira,5
2008,1,reboque,37294
2008,3,reboque,37471
2008,2,automovel,4027811
2008,3,automovel,4070345
2008,1,ciclomotor,2498
2008,1,quadriciclo,24
2008,3,micro-onibus,27678
2008,3,semi-reboque,25545
2008,1,semi-reboque,25286
2008,4,triciclo,250
2008,5,automovel,4121570
2008,4,ciclomotor,2501
2008,6,utilitario,24346
2008,5,utilitario,23506
2008,4,semi-reboque,25658
2008,5,trator esteira,8
2023,6,bonde,8
2023,8,outros,1145
2023,8,reboque,63592
2023,6,triciclo,1686
2023,6,automovel,6155637
2023,7,utilitario,210020
2023,8,motocicleta,1215459
2023,8,semi-reboque,48782
2023,6,trator esteira,5
2012,11,bonde,8
2012,10,side-car,88
2012,11,side-car,88
2012,12,semi-reboque,33069
2012,10,chassi plataforma,266
2004,7,onibus,33191
2004,9,onibus,33432
2004,7,triciclo,165
2004,9,triciclo,171
2004,7,utilitario,4655
2004,9,quadriciclo,25
2004,8,caminhao trator,12339
2008,12,bonde,17
2008,10,automovel,4235013
2008,11,motocicleta,596194
2007,9,bonde,25
2007,11,bonde,24
2007,11,onibus,37383
2007,9,automovel,3954998
2007,12,ciclomotor,2498
2007,12,utilitario,19751
2007,12,caminhonete,225454
2007,11,semi-reboque,24964
2007,12,chassi plataforma,803
2021,1,automovel,5959791
2021,1,semi-reboque,42158
2021,11,automovel,5976522
2021,10,automovel,5975934
2021,9,utilitario,179468
2023,4,onibus,50694
2023,4,caminhao,144726
2023,3,caminhao,144612
2023,5,caminhao,144851
2023,4,motoneta,226037
2023,4,side-car,95
2023,2,automovel,6111898
2023,5,automovel,6143814
2023,4,camioneta,525354
2023,4,ciclomotor,5617
2023,2,quadriciclo,48
2023,3,trator rodas,3672
2010,4,motoneta,88809
2010,3,side-car,86
2010,3,triciclo,448
2010,4,micro-onibus,30771
2010,3,trator esteira,4
2010,5,trator esteira,4
2013,6,triciclo,738
2013,5,micro-onibus,32514
2013,7,micro-onibus,32660
2013,7,caminhao trator,18915
2013,6,chassi plataforma,226
2016,4,bonde,8
2016,2,camioneta,405566
2016,4,caminhonete,450258
2016,2,quadriciclo,21
2016,3,trator esteira,4
2006,3,bonde,33
2006,3,caminhao,121716
2006,3,triciclo,190
2006,1,automovel,3622038
2006,2,camioneta,295516
2006,1,camioneta,297603
2006,2,utilitario,9159
2006,3,trator esteira,4
2006,5,bonde,35
2006,5,outros,246
2006,5,caminhao,122444
2006,4,camioneta,297479
2006,4,utilitario,9867
2006,5,caminhonete,167158
2007,8,outros,229
2007,7,reboque,36727
2007,7,caminhonete,207425
2007,7,trator esteira,7
2012,5,bonde,9
2012,5,onibus,41106
2012,5,outros,287
2012,3,caminhao,122962
2012,3,motoneta,102732
2012,5,triciclo,670
2012,6,utilitario,58202
2012,4,caminhao trator,18844
2012,6,caminhao trator,18884
2018,11,outros,858
2018,10,reboque,51670
2018,10,motoneta,163200
2018,12,side-car,92
2018,11,side-car,92
2018,12,triciclo,1199
2018,10,automovel,5713793
2018,12,caminhonete,497388
2018,11,chassi plataforma,191
2011,11,bonde,9
2011,12,onibus,40828
2011,11,caminhonete,369762
2011,11,quadriciclo,22
2011,11,trator esteira,5
2017,7,bonde,8
2017,9,bonde,8
2017,8,onibus,44250
2017,6,outros,631
2017,8,motoneta,151770
2017,9,automovel,5554600
2017,8,ciclomotor,3777
2017,7,micro-onibus,37987
2017,6,micro-onibus,37976
2017,9,caminhao trator,26046
2018,2,automovel,5607891
2018,3,camioneta,446041
2018,3,micro-onibus,38378
2018,3,trator rodas,3227
2018,2,chassi plataforma,194
2003,8,onibus,29305
2003,10,caminhonete,110673
2003,9,caminhonete,109939
2003,9,semi-reboque,19267
2019,2,reboque,52252
2019,3,trator esteira,5
2007,4,onibus,36255
2007,3,reboque,36332
2007,4,motoneta,61290
2007,4,trator esteira,7
2007,4,caminhao trator,14934
2018,4,bonde,8
2018,5,reboque,50935
2018,5,caminhao,130836
2018,5,motoneta,159015
2018,5,side-car,91
2018,5,camioneta,451432
2018,6,camioneta,453603
2018,5,utilitario,124538
2018,5,semi-reboque,38150
2018,7,caminhao trator,27186
2018,5,caminhao trator,26915
2019,8,reboque,53282
2019,5,camioneta,475219
2019,7,motocicleta,990471
2019,7,quadriciclo,41
2019,5,semi-reboque,39307
2019,8,chassi plataforma,199
2014,6,outros,399
2014,6,caminhao,117200
2014,6,triciclo,803
2014,5,quadriciclo,21
2014,6,micro-onibus,34902
2014,6,semi-reboque,34840
2014,6,trator rodas,2993
2014,3,trator esteira,4
2014,5,caminhao trator,19543
2014,5,chassi plataforma,211
2017,12,bonde,8
2017,11,chassi plataforma,194
2023,1,outros,1111
2023,1,micro-onibus,41319
2023,1,quadriciclo,48
2023,1,ciclomotor,5400
2015,4,outros,495
2015,2,side-car,89
2015,2,micro-onibus,36230
2015,3,trator esteira,4
2004,6,automovel,3429311
2004,6,ciclomotor,2330
2004,5,quadriciclo,26
2004,3,micro-onibus,26797
2004,4,micro-onibus,26768
2004,4,trator esteira,3
2009,5,onibus,39318
2009,6,camioneta,254469
2009,7,ciclomotor,2508
2009,8,ciclomotor,2511
2009,8,utilitario,33644
2009,5,caminhonete,319571
2009,8,caminhonete,325448
2009,7,trator esteira,7
2009,5,caminhao trator,17606
2020,5,outros,872
2020,6,caminhonete,525557
2020,7,motocicleta,1032168
2020,6,quadriciclo,42
2020,5,chassi plataforma,201
2022,9,outros,1060
2022,7,reboque,58430
2022,10,caminhao,143820
2022,8,motoneta,214340
2022,7,automovel,6047302
2022,10,utilitario,197157
2022,8,caminhonete,560603
2022,9,semi-reboque,47450
2022,7,chassi plataforma,201
2005,8,bonde,19
2005,5,onibus,33978
2005,8,reboque,35215
2005,6,caminhao,120182
2005,7,camioneta,299546
2005,5,utilitario,6682
2005,6,caminhonete,146918
2005,5,trator esteira,3
2015,7,side-car,90
2015,8,triciclo,910
2015,8,chassi plataforma,198
2022,3,bonde,8
2022,3,reboque,57653
2022,4,reboque,57792
2022,4,caminhao,142203
2022,3,caminhao,141840
2022,3,side-car,93
2022,6,camioneta,512238
2022,3,ciclomotor,4724
2022,3,utilitario,187147
2022,6,caminhonete,557966
2022,3,caminhonete,552901
2022,5,chassi plataforma,201
2014,1,side-car,89
2014,1,automovel,4986607
2014,1,trator rodas,2981
2020,11,onibus,49108
2020,10,outros,885
2020,12,caminhao,138848
2020,9,motoneta,182879
2020,12,side-car,92
2020,12,ciclomotor,4328
2020,9,ciclomotor,4277
2020,10,trator rodas,3415
2020,12,chassi plataforma,200
2017,4,side-car,91
2017,2,side-car,91
2017,5,automovel,5500983
2017,4,camioneta,428548
2017,4,ciclomotor,3636
2017,3,caminhonete,466439
2017,2,motocicleta,899668
2017,3,quadriciclo,21
2017,3,micro-onibus,37920
2017,2,trator rodas,3199
2017,2,trator esteira,4
2009,3,side-car,86
2009,2,side-car,87
2009,4,triciclo,351
2009,1,automovel,4268914
2009,4,utilitario,31227
2009,4,chassi plataforma,533
2011,8,onibus,40289
2011,7,reboque,41486
2011,5,caminhao,126751
2011,5,side-car,87
2011,6,triciclo,591
2011,7,triciclo,594
2011,6,automovel,4686408
2011,5,automovel,4673193
2011,5,micro-onibus,31591
2011,6,chassi plataforma,307
2014,12,bonde,8
2014,12,reboque,45788
2014,10,motoneta,126032
2014,11,side-car,89
2014,11,camioneta,378808
2014,12,utilitario,86777
2014,10,caminhonete,421769
2014,12,trator rodas,3042
2014,10,chassi plataforma,206
2013,3,motoneta,110238
2013,4,utilitario,66392
2013,1,caminhonete,384526
2013,4,quadriciclo,22
2013,1,trator rodas,2907
2013,1,caminhao trator,18457
2013,2,caminhao trator,18505
2021,5,bonde,8
2021,7,reboque,57997
2021,8,side-car,93
2021,6,side-car,93
2021,6,automovel,5979065
2021,7,micro-onibus,40866
2021,5,trator esteira,5
2021,8,chassi plataforma,200
2010,7,onibus,39382
2010,10,onibus,39562
2010,8,outros,279
2010,7,caminhao,130975
2010,7,side-car,86
2010,6,triciclo,491
2010,6,ciclomotor,2585
2010,6,utilitario,39669
2010,7,caminhonete,343688
2010,10,quadriciclo,22
2010,8,micro-onibus,31198
2010,8,trator rodas,2444
2006,9,bonde,35
2006,9,onibus,34608
2006,8,outros,251
2006,9,side-car,80
2006,8,triciclo,193
2006,10,ciclomotor,2486
2006,7,caminhonete,169484
2006,10,semi-reboque,23214
2007,1,caminhao,124681
2023,12,onibus,50422
2023,12,utilitario,214999
2015,9,camioneta,398534
2015,9,caminhonete,443148
2015,10,trator rodas,3095
2015,10,caminhao trator,22760
2015,9,chassi plataforma,198
2005,10,outros,248
2005,10,side-car,74
2005,12,side-car,71
2005,9,triciclo,182
2005,9,automovel,3580751
2005,11,ciclomotor,2466
2005,11,utilitario,8312
2005,9,semi-reboque,21360
2009,9,outros,242
2009,11,automovel,4467894
2009,11,semi-reboque,28072
2016,5,outros,581
2016,5,reboque,47787
2016,6,reboque,47907
2016,8,caminhao,126931
2016,8,side-car,90
2016,6,utilitario,103666
2016,5,micro-onibus,37709
2016,5,caminhao trator,23836
2013,10,bonde,7
2013,8,triciclo,747
2013,10,automovel,4957451
2013,8,automovel,4930419
2013,11,automovel,4966073
2013,10,quadriciclo,22
2013,11,micro-onibus,33195
2005,1,trator rodas,1552
2019,1,automovel,5740995
2019,1,bonde,8
2015,12,caminhao,123943
2015,12,camioneta,403682
2015,12,motocicleta,866524
2020,1,camioneta,484807
2020,1,reboque,54540
2020,1,automovel,5876587
2020,1,chassi plataforma,201
2020,1,ciclomotor,4187
2020,1,onibus,47736
2017,1,bonde,8
2013,12,caminhao,116275
2013,12,utilitario,73602
2013,12,automovel,4971813
2015,1,caminhao trator,21168
2016,1,caminhonete,445880
2016,1,side-car,90
2016,1,onibus,43349
2016,1,trator esteira,4
2022,2,onibus,49738
2022,1,motoneta,204003
2022,1,utilitario,184127
2022,2,micro-onibus,40925
2019,9,reboque,53451
2019,10,motoneta,174518
2019,9,automovel,5843328
2019,9,utilitario,146648
2019,9,quadriciclo,41
2011,9,caminhao,125448
2011,9,trator rodas,2796
2012,7,bonde,8
2012,7,onibus,41137
2012,9,motoneta,106805
2012,7,motoneta,105418
2012,9,camioneta,327153
2012,8,utilitario,60075
2012,9,utilitario,60744
2012,8,quadriciclo,22
2012,8,micro-onibus,32421
2012,7,caminhao trator,18846
2016,12,bonde,8
2016,11,outros,623
2016,12,automovel,5442775
2016,12,utilitario,107781
2003,5,outros,289
2003,4,caminhao,115249
2003,5,side-car,36
2003,5,triciclo,107
2003,4,automovel,3298215
2003,5,automovel,3306608
2003,6,camioneta,314527
2003,6,ciclomotor,2250
2004,2,bonde,17
2004,2,reboque,33218
2004,1,motoneta,47287
2004,1,camioneta,312765
2004,2,ciclomotor,2302
2010,2,bonde,13
2010,1,trator esteira,4
2010,1,chassi plataforma,408
2019,12,bonde,8
2019,12,onibus,47508
2019,12,outros,866
2019,12,quadriciclo,41
2018,9,trator rodas,3227
2006,12,bonde,34
2006,11,semi-reboque,23370
2006,12,trator rodas,1705
2006,11,caminhao trator,14623
2003,11,side-car,56
2003,12,camioneta,312987
2003,12,utilitario,3575
2003,12,semi-reboque,19338
2003,11,trator rodas,1492
2003,12,caminhao trator,12095
2010,11,bonde,10
2010,12,side-car,86
2010,11,camioneta,284343
2010,12,camioneta,286268
2010,11,semi-reboque,29892
2008,8,reboque,37908
2008,7,caminhao,133498
2008,7,automovel,4172340
2008,8,ciclomotor,2507
2008,8,semi-reboque,26348
2008,8,trator rodas,1960
2008,8,chassi plataforma,715
2016,10,side-car,91
2016,10,trator esteira,4
2022,12,onibus,50159
2022,12,motoneta,219835
2022,11,triciclo,1676
2022,11,ciclomotor,5308
2022,12,micro-onibus,41289
2014,7,side-car,89
2014,7,quadriciclo,21
2014,7,micro-onibus,35049
2014,9,semi-reboque,35146
2014,8,semi-reboque,34997
2014,8,trator esteira,4
2003,1,onibus,28707
2003,2,outros,284
2003,3,outros,285
2003,3,caminhao,115145
2003,1,automovel,3265631
2003,1,camioneta,339446
2003,3,quadriciclo,26
2003,1,trator rodas,1460
2005,2,bonde,17
2005,3,onibus,34089
2005,4,motoneta,50000
2005,2,triciclo,179
2005,2,camioneta,298060
2005,3,caminhonete,143621
2005,3,quadriciclo,24
2005,4,quadriciclo,24
2005,3,semi-reboque,20535
2020,4,onibus,47913
2020,2,motoneta,178305
2020,2,semi-reboque,40260
2020,2,caminhao trator,29861
2020,3,chassi plataforma,201
2011,3,onibus,39685
2011,4,reboque,41181
2011,3,reboque,41135
2011,3,triciclo,577
2011,3,caminhonete,356040
2011,4,caminhao trator,18415
2004,10,caminhao,118254
2004,12,side-car,67
2004,11,automovel,3476620
2004,11,ciclomotor,2377
2004,11,motocicleta,316268
2004,10,micro-onibus,26426
2004,10,trator esteira,3
2004,11,chassi plataforma,680
2023,10,automovel,6211461
2023,11,caminhonete,591730
2023,9,caminhonete,587794
2023,9,trator esteira,5
2008,1,bonde,24
2008,1,caminhao,129552
2008,1,motoneta,68252
2008,1,triciclo,230
2008,3,quadriciclo,24
2008,2,quadriciclo,24
2008,4,caminhao,131505
2008,4,automovel,4098241
2008,6,micro-onibus,27996
2008,5,semi-reboque,25813
2008,5,trator rodas,1882
2008,4,caminhao trator,16265
2023,7,onibus,50751
2023,7,caminhao,145071
2023,8,caminhao,145159
2023,6,motoneta,229574
2023,7,side-car,95
2023,7,camioneta,530456
2023,7,caminhonete,580970
2023,6,motocicleta,1203904
2023,8,caminhao trator,36188
2012,10,onibus,41021
2012,11,onibus,40957
2012,11,outros,288
2012,12,outros,287
2012,12,triciclo,729
2012,12,ciclomotor,2784
2012,12,micro-onibus,32311
2012,10,semi-reboque,32880
2012,12,trator rodas,2910
2012,10,trator rodas,2911
2012,12,caminhao trator,18524
2004,8,bonde,17
2004,9,caminhao,118049
2004,8,side-car,65
2004,7,quadriciclo,25
2008,10,onibus,39204
2008,10,motoneta,77129
2008,10,side-car,87
2008,10,camioneta,242721
2008,11,micro-onibus,28657
2008,11,trator rodas,2040
2008,10,trator rodas,2013
2008,12,trator esteira,8
2007,10,outros,181
2007,12,camioneta,286366
2007,11,camioneta,289087
2007,10,caminhonete,216017
2007,11,motocicleta,500458
2007,10,chassi plataforma,815
2021,4,bonde,8
2021,3,onibus,49603
2021,4,outros,890
2021,2,outros,885
2021,1,caminhao,139001
2021,1,triciclo,1413
2021,2,caminhonete,539623
2021,2,chassi plataforma,200
2021,10,caminhao,140906
2021,9,ciclomotor,4528
2021,11,ciclomotor,4604
2021,11,motocicleta,1092518
2021,10,motocicleta,1088705
2021,10,caminhao trator,33518
2023,3,bonde,8
2023,4,triciclo,1692
2023,2,triciclo,1690
2023,3,utilitario,203285
2023,4,motocicleta,1188283
2023,3,trator esteira,5
2010,5,bonde,12
2010,3,outros,250
2010,5,side-car,86
2010,5,caminhonete,340085
2010,4,motocicleta,671084
2010,3,semi-reboque,28474
2010,5,caminhao trator,17928
2013,5,bonde,8
2013,5,outros,308
2013,6,camioneta,342481
2013,5,utilitario,67538
2013,7,motocicleta,788928
2013,5,motocicleta,784897
2013,5,quadriciclo,22
2016,2,onibus,43285
2016,2,reboque,47388
2016,4,motoneta,140939
2016,4,side-car,90
2016,2,automovel,5335412
2016,4,automovel,5364197
2016,4,quadriciclo,21
2016,2,micro-onibus,37598
2016,4,semi-reboque,36929
2016,4,trator rodas,3115
2016,2,trator rodas,3113
2006,2,bonde,33
2006,3,quadriciclo,26
2006,1,micro-onibus,26368
2006,1,semi-reboque,21822
2006,6,reboque,36053
2006,4,caminhao,121988
2006,5,motoneta,53500
2006,4,micro-onibus,26460
2006,5,micro-onibus,26508
2006,5,trator esteira,6
2007,7,bonde,24
2007,8,onibus,36871
2007,8,caminhonete,209138
2007,8,motocicleta,478570
2007,7,trator rodas,1789
2007,6,caminhao trator,15115
2012,4,bonde,9
2012,3,outros,281
2012,4,triciclo,664
2012,5,automovel,4786480
2012,5,micro-onibus,32428
2012,6,trator rodas,2913
2012,4,trator esteira,5
2012,5,chassi plataforma,284
2018,11,bonde,8
2018,10,outros,864
2018,10,camioneta,461970
2018,10,caminhonete,495494
2018,12,motocicleta,961686
2018,11,trator esteira,5
2018,10,chassi plataforma,191
2011,11,chassi plataforma,293
2017,9,onibus,44263
2017,7,onibus,44172
2017,6,automovel,5514571
2017,7,camioneta,431953
2017,8,caminhonete,474064
2017,8,semi-reboque,37742
2017,6,chassi plataforma,194
2018,2,side-car,91
2018,1,ciclomotor,3874
2018,1,utilitario,120249
2018,3,caminhonete,483630
2003,10,onibus,30329
2003,10,caminhao,115869
2003,10,triciclo,121
2003,9,triciclo,122
2003,7,caminhonete,108639
2003,8,semi-reboque,19249
2003,8,trator rodas,1491
2019,4,bonde,8
2019,4,reboque,52636
2019,4,motoneta,168110
2019,2,side-car,92
2019,2,ciclomotor,4078
2019,3,ciclomotor,4089
2019,4,motocicleta,977417
2019,4,micro-onibus,39048
2019,2,trator rodas,3251
2019,4,trator esteira,5
2007,2,bonde,25
2007,3,onibus,36129
2007,4,caminhao,125781
2007,2,motoneta,59640
2007,3,motoneta,60505
2007,4,camioneta,292526
2007,3,motocicleta,445506
2007,4,semi-reboque,24005
2007,4,trator rodas,1763
2018,7,bonde,8
2018,4,camioneta,448596
2018,6,caminhonete,488926
2018,7,caminhonete,490579
2018,5,motocicleta,938691
2018,6,chassi plataforma,192
2019,6,bonde,8
2019,7,onibus,46260
2019,5,motoneta,169389
2019,8,motoneta,172302
2019,5,side-car,91
2019,6,automovel,5809447
2019,8,automovel,5832623
2019,5,automovel,5797369
2019,5,caminhonete,506757
2019,5,micro-onibus,39157
2019,6,semi-reboque,39340
2019,7,trator rodas,3310
2014,3,reboque,44799
2014,4,caminhao,116605
2014,5,motoneta,121332
2014,4,motoneta,120212
2014,5,semi-reboque,34687
2014,5,trator rodas,2992
2014,4,caminhao trator,19306
2017,12,triciclo,1123
2017,11,ciclomotor,3849
2017,12,micro-onibus,38203
2023,1,utilitario,200062
2023,1,motoneta,221178
2015,3,reboque,46091
2015,3,caminhao trator,21384
2004,3,bonde,17
2004,5,outros,275
2004,4,triciclo,154
2004,4,ciclomotor,2318
2004,5,semi-reboque,19671
2009,5,bonde,15
2009,8,reboque,39104
2009,7,automovel,4394734
2009,8,motocicleta,636818
2009,8,micro-onibus,29805
2009,5,trator rodas,2131
2009,6,trator esteira,7
2009,6,caminhao trator,17748
2009,8,chassi plataforma,464
2020,8,motoneta,182089
2020,6,triciclo,1358
2020,6,ciclomotor,4220
2020,8,utilitario,159687
2020,5,caminhonete,522622
2020,5,quadriciclo,42
2020,8,semi-reboque,41009
2020,6,trator rodas,3377
2020,6,caminhao trator,30140
2022,9,onibus,49944
2022,10,ciclomotor,5261
2022,10,quadriciclo,48
2022,9,quadriciclo,47
2022,9,micro-onibus,41736
2022,10,micro-onibus,41859
2022,9,trator rodas,3619
2022,9,caminhao trator,35006
2005,8,onibus,34114
2005,5,outros,256
2005,5,reboque,34921
2005,5,caminhao,119921
2005,7,side-car,71
2005,8,automovel,3566268
2005,6,ciclomotor,2438
2005,7,quadriciclo,24
2005,6,micro-onibus,26356
2005,8,trator esteira,3
2005,5,caminhao trator,13242
2015,8,outros,530
2015,7,reboque,46500
2015,7,caminhao,122585
2015,5,caminhao,121608
2015,6,caminhao,122078
2015,5,camioneta,389627
2015,7,utilitario,93496
2015,7,motocicleta,852913
2015,5,quadriciclo,21
2015,6,trator esteira,4
2022,3,onibus,49660
2022,3,outros,3397
2022,5,side-car,93
2022,3,triciclo,1576
2022,5,caminhonete,556481
2022,6,quadriciclo,49
2022,3,semi-reboque,46611
2022,4,caminhao trator,34375
2014,2,camioneta,358857
2014,2,caminhao trator,19003
2020,11,side-car,92
2020,9,triciclo,1387
2020,10,triciclo,1398
2020,11,utilitario,167041
2020,11,trator esteira,5
2020,10,caminhao trator,31234
2017,5,onibus,44092
2017,4,motoneta,148418
2017,5,motoneta,149232
2017,3,automovel,5477450
2017,3,chassi plataforma,194
2009,1,reboque,38509
2009,3,caminhao,134934
2009,4,side-car,86
2009,2,triciclo,331
2009,2,automovel,4285042
2009,1,ciclomotor,2504
2009,2,motocicleta,608914
2009,3,caminhao trator,17312
2011,6,bonde,10
2011,6,reboque,41404
2011,8,motoneta,97813
2011,8,triciclo,605
2011,7,ciclomotor,2589
2011,7,caminhonete,363532
2011,8,motocicleta,735701
2011,5,quadriciclo,22
2011,6,micro-onibus,31703
2011,8,micro-onibus,31788
2011,8,semi-reboque,31392
2011,5,caminhao trator,18514
2011,5,chassi plataforma,308
2014,12,onibus,42917
2014,11,reboque,45649
2014,11,motocicleta,831039
2014,11,micro-onibus,35723
2014,10,trator esteira,4
2013,2,bonde,8
2013,4,onibus,40898
2013,4,reboque,43642
2013,1,side-car,88
2013,4,side-car,88
2013,3,micro-onibus,32487
2013,4,semi-reboque,33441
2021,5,onibus,49669
2021,7,ciclomotor,4471
2021,8,ciclomotor,4499
2010,9,motoneta,91435
2010,8,automovel,4584578
2010,7,utilitario,40205
2010,10,motocicleta,697210
2010,6,motocicleta,678710
2006,7,onibus,34460
2006,9,caminhonete,175539
2006,7,trator rodas,1630
2006,7,caminhao trator,14196
2007,1,reboque,36120
2023,12,semi-reboque,49788
2023,12,caminhao,145767
2015,10,bonde,8
2015,10,camioneta,400251
2015,10,ciclomotor,3161
2015,9,utilitario,95671
2015,10,utilitario,96821
2015,9,motocicleta,859122
2015,9,caminhao trator,22689
2005,9,bonde,19
2005,9,outros,247
2005,12,motoneta,51792
2005,10,camioneta,295509
2005,10,caminhonete,158050
2005,9,motocicleta,351085
2005,12,quadriciclo,24
2005,12,micro-onibus,26319
2005,10,semi-reboque,21480
2005,11,semi-reboque,21655
2005,9,trator esteira,3
2005,11,caminhao trator,13526
2009,11,outros,243
2009,11,triciclo,399
2009,9,automovel,4434860
2009,10,utilitario,34825
2009,10,micro-onibus,29955
2009,9,chassi plataforma,445
2016,6,bonde,8
2016,7,reboque,48035
2016,6,caminhao,126151
2016,7,side-car,90
2016,8,quadriciclo,21
2016,8,semi-reboque,37117
2016,5,semi-reboque,37074
2016,7,semi-reboque,37106
2016,8,trator esteira,4
2013,8,outros,320
2013,11,caminhao,116689
2013,11,utilitario,72810
2013,8,caminhonete,393575
2013,8,motocicleta,791026
2013,11,quadriciclo,22
2013,11,semi-reboque,34190
2013,11,chassi plataforma,218
2013,8,chassi plataforma,219
2005,1,utilitario,5821
2005,1,chassi plataforma,677
2009,12,side-car,86
2009,12,caminhonete,331336
2009,12,semi-reboque,28310
2021,12,micro-onibus,40999
2021,12,chassi plataforma,200
2021,12,caminhao trator,33902
2019,1,reboque,52104
2019,1,trator esteira,5
2015,11,onibus,43366
2015,12,outros,571
2015,11,caminhao,123902
2015,11,camioneta,401923
2015,12,trator esteira,4
2015,11,chassi plataforma,196
2015,1,utilitario,87936
2015,1,caminhao,120336
2015,1,camioneta,382172
2016,1,automovel,5325591
2016,1,camioneta,404962
2016,1,ciclomotor,3210
2016,1,caminhao,124287
2016,1,semi-reboque,36463
2022,1,bonde,8
2022,2,caminhao,141676
2022,2,motoneta,205298
2022,2,triciclo,1538
2022,2,motocicleta,1102230
2022,1,semi-reboque,45970
2022,1,trator rodas,3535
2022,2,caminhao trator,34167
2022,1,chassi plataforma,201
2019,10,caminhao,135616
2019,10,camioneta,483774
2019,9,caminhonete,513006
2019,10,micro-onibus,39658
2019,9,trator rodas,3327
2011,1,quadriciclo,22
2011,1,onibus,39413
2011,9,triciclo,619
2011,10,utilitario,51702
2011,10,trator esteira,5
2012,9,outros,291
2012,7,reboque,42648
2012,8,motoneta,106100
2012,9,ciclomotor,2733
2012,8,caminhonete,380556
2012,9,motocicleta,770635
2012,7,trator esteira,4
2012,8,chassi plataforma,269
2012,9,chassi plataforma,268
2016,12,motoneta,145844
2016,12,caminhao trator,24997
2003,5,ciclomotor,2242
2003,5,motocicleta,268729
2003,6,trator rodas,1491
2003,4,chassi plataforma,574
2004,1,caminhao,116040
2004,1,utilitario,3681
2004,2,caminhonete,113461
2004,1,caminhao trator,12043
2004,2,chassi plataforma,621
2010,2,caminhao,132937
2010,1,motoneta,86323
2010,2,automovel,4502584
2010,2,trator rodas,2293
2019,11,semi-reboque,39751
2018,9,onibus,45219
2018,8,triciclo,1174
2018,9,automovel,5700098
2018,9,micro-onibus,38525
2006,11,bonde,35
2006,12,reboque,36031
2006,11,trator rodas,1690
2006,11,trator esteira,6
2003,12,caminhao,115961
2003,11,motoneta,46725
2003,12,triciclo,142
2003,11,camioneta,313911
2003,11,semi-reboque,19293
2010,12,caminhao,128606
2010,11,motoneta,92353
2010,12,chassi plataforma,319
2008,9,bonde,19
2008,7,outros,186
2008,8,side-car,86
2008,7,trator rodas,1944
2008,8,caminhao trator,16846
2016,10,onibus,44136
2016,10,ciclomotor,3465
2016,9,ciclomotor,3433
2016,9,caminhonete,458319
2016,9,trator esteira,4
2016,10,chassi plataforma,196
2012,1,outros,277
2012,2,ciclomotor,2642
2012,1,micro-onibus,32193
2012,2,trator rodas,2854
2012,2,chassi plataforma,292
2022,11,outros,1086
2022,11,motoneta,218631
2022,11,automovel,6089020
2022,12,camioneta,519343
2022,12,motocicleta,1161416
2022,11,quadriciclo,48
2022,12,trator esteira,5
2022,11,chassi plataforma,201
2014,7,outros,410
2014,9,triciclo,821
2014,7,camioneta,369783
2014,9,chassi plataforma,209
2003,1,bonde,19
