ano,mes,tipo_veiculo,frota
2018,8,reboque,51362
2018,8,motocicleta,948125
2018,9,quadriciclo,39
2018,9,trator esteira,5
2018,9,caminhao trator,27424
2018,8,caminhao trator,27293
2018,8,chassi plataforma,191
2006,12,motoneta,58288
2006,11,quadriciclo,24
2006,12,quadriciclo,24
2003,12,bonde,17
2003,11,caminhonete,110673
2010,12,outros,277
2010,12,caminhonete,350812
2010,12,trator rodas,2564
2010,11,caminhao trator,18250
2008,8,motoneta,75019
2008,8,triciclo,298
2008,9,utilitario,26964
2008,8,utilitario,25836
2008,7,utilitario,25144
2008,7,motocicleta,565961
2008,8,quadriciclo,24
2008,7,micro-onibus,28141
2008,7,caminhao trator,16701
2016,10,bonde,8
2016,9,onibus,44024
2016,10,caminhonete,459392
2016,9,motocicleta,888304
2016,10,trator rodas,3175
2016,9,caminhao trator,24670
2012,2,motoneta,101787
2012,1,motocicleta,752979
2012,1,trator esteira,6
2022,11,side-car,93
2022,12,ciclomotor,5352
2022,11,utilitario,198655
2022,11,caminhao trator,35278
2014,7,onibus,42046
2014,7,motoneta,123060
2014,8,side-car,89
2014,7,ciclomotor,3042
2014,7,semi-reboque,34884
2014,8,trator rodas,3003
2003,2,caminhao,114993
2003,3,caminhonete,79360
2003,2,motocicleta,261515
2003,1,caminhao trator,11770
2005,2,onibus,34062
2005,3,outros,258
2005,3,automovel,3509839
2005,3,camioneta,298603
2005,2,caminhonete,142529
2005,3,chassi plataforma,696
2020,3,side-car,91
2020,4,camioneta,488407
2020,2,trator rodas,3363
2011,3,motoneta,94299
2011,2,motoneta,93637
2011,4,triciclo,578
2011,4,camioneta,292978
2011,2,utilitario,44746
2011,2,caminhonete,354113
2011,3,chassi plataforma,312
2011,4,chassi plataforma,308
2004,10,onibus,33570
2004,12,reboque,34390
2004,10,motoneta,48897
2004,12,motoneta,49213
2004,12,ciclomotor,2384
2004,12,semi-reboque,20258
2004,12,trator rodas,1549
2023,10,bonde,8
2023,9,bonde,8
2023,9,onibus,50482
2023,10,reboque,64093
2023,10,caminhao,145486
2023,10,triciclo,1713
2023,10,trator rodas,3746
2008,3,bonde,24
2008,3,outros,169
2008,2,outros,170
2008,2,reboque,37294
2008,2,ciclomotor,2498
2008,2,utilitario,20305
2008,1,caminhao trator,15939
2008,5,motoneta,71886
2008,6,side-car,85
2008,6,triciclo,269
2008,6,automovel,4144220
2008,6,motocicleta,555678
2008,5,chassi plataforma,765
2023,7,triciclo,1688
2023,7,quadriciclo,56
2023,6,semi-reboque,48501
2023,8,trator esteira,5
2012,12,motoneta,108511
2012,11,ciclomotor,2760
2012,11,caminhonete,383160
2004,7,ciclomotor,2347
2004,9,caminhonete,124213
2004,8,caminhonete,123320
2004,9,micro-onibus,26448
2004,7,caminhao trator,12286
2008,11,bonde,18
2008,12,onibus,39280
2008,11,quadriciclo,24
2008,11,trator esteira,8
2007,12,onibus,37550
2007,11,reboque,37108
2007,12,caminhao,128955
2007,9,ciclomotor,2491
2007,11,ciclomotor,2499
2007,9,utilitario,17741
2007,9,motocicleta,485479
2007,12,motocicleta,506660
2007,9,semi-reboque,24651
2007,10,semi-reboque,24810
2007,9,chassi plataforma,817
2021,1,bonde,8
2021,4,reboque,57407
2021,2,motoneta,188667
2021,3,motoneta,189946
2021,1,side-car,92
2021,2,camioneta,494149
2021,1,ciclomotor,4348
2021,3,utilitario,170791
2021,2,motocicleta,1058621
2021,2,micro-onibus,40778
2021,1,micro-onibus,40764
2021,1,trator rodas,3426
2021,11,caminhao,141130
2021,10,side-car,93
2021,11,triciclo,1535
2021,10,utilitario,180593
2021,9,trator esteira,5
2021,9,caminhao trator,33244
2023,2,bonde,8
2023,5,bonde,8
2023,5,outros,1133
2023,3,side-car,95
2023,5,triciclo,1687
2023,5,motocicleta,1196235
2023,2,micro-onibus,41318
2023,2,caminhao trator,35654
2023,5,chassi plataforma,200
2010,4,,NA
2010,4,bonde,12
2010,3,camioneta,269611
2010,3,caminhonete,336851
2010,3,motocicleta,667335
2010,5,micro-onibus,30852
2010,4,caminhao trator,17905
2010,5,chassi plataforma,360
2013,7,outros,315
2013,7,reboque,43856
2013,7,side-car,88
2013,5,camioneta,340548
2013,7,ciclomotor,2922
2013,7,caminhonete,392667
2013,6,quadriciclo,22
2013,5,chassi plataforma,233
2016,3,bonde,8
2016,2,outros,582
2016,2,motocicleta,870320
2016,3,quadriciclo,21
2016,2,trator esteira,4
2016,3,caminhao trator,23385
2006,1,outros,249
2006,3,reboque,35856
2006,2,micro-onibus,26402
2006,3,chassi plataforma,769
2006,4,bonde,34
2006,5,triciclo,194
2006,4,motocicleta,385115
2006,4,quadriciclo,26
2006,6,trator rodas,1629
2007,6,bonde,24
2012,3,bonde,9
2012,4,outros,284
2012,3,reboque,42316
2012,3,triciclo,662
2012,4,camioneta,318720
2012,6,caminhonete,378505
2012,5,quadriciclo,22
2012,3,quadriciclo,22
2018,11,onibus,45396
2018,12,semi-reboque,38849
2018,12,chassi plataforma,191
2011,12,caminhao,123859
2011,11,motocicleta,747147
2017,8,bonde,8
2017,8,outros,648
2017,6,caminhao,128359
2017,6,side-car,91
2017,9,side-car,91
2017,9,semi-reboque,37892
2017,8,trator rodas,3213
2017,8,trator esteira,4
2017,6,caminhao trator,25704
2017,7,chassi plataforma,194
2018,1,caminhao,129950
2018,2,motoneta,156296
2018,3,ciclomotor,3901
2018,2,trator esteira,5
2003,8,bonde,17
2003,10,reboque,32685
2003,10,motoneta,46725
2003,8,triciclo,115
2003,7,camioneta,313672
2003,10,camioneta,313911
2003,9,camioneta,313488
2003,10,utilitario,2174
2003,8,caminhonete,109159
2003,7,caminhao trator,12091
2003,8,chassi plataforma,577
2019,3,bonde,8
2019,2,onibus,45680
2019,3,motoneta,167128
2019,2,triciclo,1217
2019,3,caminhonete,503042
2019,2,caminhonete,500926
2019,4,caminhonete,504793
2019,4,quadriciclo,40
2019,4,semi-reboque,39237
2019,2,trator esteira,5
2007,5,onibus,36429
2007,3,outros,243
2007,2,caminhao,124981
2007,2,triciclo,206
2007,3,ciclomotor,2491
2007,2,utilitario,13846
2007,4,caminhonete,195579
2007,4,micro-onibus,26742
2007,2,trator rodas,1723
2007,3,caminhao trator,14861
2018,6,bonde,8
2018,6,onibus,44871
2018,4,outros,709
2018,4,reboque,50765
2018,4,automovel,5638757
2018,7,quadriciclo,39
2018,7,micro-onibus,38541
2018,6,semi-reboque,38211
2018,5,trator rodas,3231
2018,7,trator esteira,5
2018,6,caminhao trator,27060
2018,7,chassi plataforma,191
2019,5,reboque,52861
2019,7,motoneta,171380
2019,6,side-car,91
2019,8,camioneta,480148
2019,8,ciclomotor,4137
2019,7,utilitario,143217
2019,6,utilitario,141817
2019,8,motocicleta,994828
2019,6,micro-onibus,39238
2019,8,trator rodas,3323
2019,7,trator esteira,5
2014,3,bonde,8
2014,5,reboque,45018
2014,6,reboque,45082
2014,5,side-car,89
2014,4,side-car,89
2014,4,triciclo,783
2014,6,caminhonete,410956
2014,3,quadriciclo,22
2014,4,quadriciclo,22
2017,12,onibus,44510
2017,11,reboque,50086
2017,10,ciclomotor,3831
2017,10,utilitario,118095
2017,10,trator rodas,3206
2017,12,trator esteira,5
2023,1,trator rodas,3634
2023,1,reboque,61887
2015,2,outros,476
2015,2,caminhao,120587
2015,4,side-car,90
2015,3,caminhonete,431236
2015,3,chassi plataforma,205
2015,2,chassi plataforma,205
2004,4,onibus,32471
2004,4,reboque,33441
2004,6,caminhao,117208
2004,3,motoneta,47657
2004,6,triciclo,161
2004,3,triciclo,151
2004,3,ciclomotor,2309
2004,6,utilitario,4474
2004,6,trator rodas,1518
2004,5,caminhao trator,12183
2004,3,caminhao trator,12045
2004,4,chassi plataforma,634
2009,7,onibus,39107
2009,7,outros,234
2009,5,motoneta,81702
2009,6,triciclo,355
2009,5,triciclo,351
2009,7,triciclo,361
2009,5,chassi plataforma,512
2020,6,side-car,91
2020,5,side-car,91
2020,8,trator esteira,5
2020,6,trator esteira,5
2020,5,trator esteira,5
2022,8,onibus,49801
2022,10,reboque,61316
2022,9,caminhao,143668
2022,7,caminhao,143393
2022,10,automovel,6072342
2022,8,automovel,6058047
2022,7,camioneta,513542
2022,10,motocicleta,1149342
2022,9,motocicleta,1142221
2022,7,semi-reboque,47339
2022,10,caminhao trator,35102
2022,10,chassi plataforma,201
2005,7,onibus,33997
2005,6,outros,251
2005,5,side-car,69
2005,8,side-car,71
2005,8,triciclo,181
2005,6,automovel,3542882
2005,7,caminhonete,148357
2005,7,caminhao trator,13453
2015,5,bonde,8
2015,8,reboque,46643
2015,6,motoneta,133724
2015,5,side-car,90
2015,6,motocicleta,850120
2015,7,trator esteira,4
2022,6,bonde,8
2022,6,onibus,49749
2022,5,onibus,49609
2022,5,outros,3412
2022,5,reboque,58067
2022,3,motoneta,207039
2022,6,triciclo,1632
2022,5,trator rodas,3583
2022,3,caminhao trator,34226
2022,6,caminhao trator,34707
2022,3,chassi plataforma,201
2014,1,caminhao,116248
2014,2,automovel,4996549
2014,1,camioneta,357223
2014,2,caminhonete,402229
2014,1,caminhonete,400436
2014,1,quadriciclo,22
2020,10,reboque,56102
2020,9,side-car,92
2020,9,automovel,5953694
2020,11,camioneta,492513
2020,11,ciclomotor,4319
2020,11,quadriciclo,43
2020,9,trator rodas,3402
2020,12,caminhao trator,31597
2017,2,bonde,8
2017,5,outros,629
2017,2,caminhao,127606
2017,2,motoneta,147094
2017,3,triciclo,1056
2017,5,caminhonete,469186
2009,1,bonde,16
2009,2,outros,223
2009,4,reboque,38874
2009,3,motoneta,80269
2009,4,motoneta,80927
2009,4,automovel,4329855
2009,2,ciclomotor,2505
2009,4,ciclomotor,2505
2009,1,utilitario,29341
2009,1,motocicleta,605066
2009,4,semi-reboque,27053
2009,1,semi-reboque,26938
2009,4,caminhao trator,17399
2011,6,onibus,40131
2011,7,outros,280
2011,8,outros,286
2011,5,reboque,41276
2011,6,semi-reboque,31138
2011,5,trator esteira,5
2011,6,caminhao trator,18653
2014,10,reboque,45509
2014,10,triciclo,826
2014,10,ciclomotor,3058
2014,11,quadriciclo,20
2014,12,semi-reboque,35514
2014,12,chassi plataforma,206
2013,3,triciclo,741
2013,3,automovel,4867034
2013,2,camioneta,335219
2013,3,utilitario,65250
2013,4,caminhonete,388093
2013,4,motocicleta,782828
2013,2,trator esteira,4
2013,3,trator esteira,4
2013,3,chassi plataforma,252
2021,5,motoneta,192594
2021,8,automovel,5976219
2021,5,automovel,5979130
2021,6,caminhonete,545143
2021,7,motocicleta,1076389
2021,7,quadriciclo,45
2010,9,bonde,12
2010,8,onibus,39474
2010,10,caminhao,129852
2010,6,motoneta,89795
2010,9,automovel,4597792
2010,9,camioneta,280461
2010,8,camioneta,278528
2010,7,ciclomotor,2532
2010,7,motocicleta,683144
2010,9,quadriciclo,22
2010,9,trator rodas,2473
2010,10,trator esteira,5
2010,7,trator esteira,5
2010,7,caminhao trator,18093
2010,9,caminhao trator,18216
2006,10,bonde,35
2006,7,bonde,35
2006,7,reboque,36979
2006,9,caminhao,123702
2006,8,caminhao,123534
2006,10,automovel,3766880
2006,9,utilitario,11760
2006,8,trator rodas,1633
2006,9,trator esteira,6
2007,1,chassi plataforma,798
2007,1,caminhao trator,14658
2023,12,micro-onibus,41788
2023,12,chassi plataforma,200
2023,12,caminhonete,593920
2015,9,outros,539
2015,9,trator esteira,4
2015,10,trator esteira,4
2005,9,micro-onibus,26351
2005,10,micro-onibus,26324
2005,11,trator rodas,1594
2005,10,trator esteira,3
2005,10,caminhao trator,13498
2009,10,outros,243
2009,9,triciclo,374
2009,10,triciclo,384
2009,11,caminhonete,330287
2009,9,micro-onibus,29838
2009,9,semi-reboque,27524
2009,10,caminhao trator,17941
2009,9,caminhao trator,17873
2016,6,onibus,43546
2016,5,onibus,43481
2016,6,outros,582
2016,6,ciclomotor,3327
2016,5,motocicleta,877794
2016,8,micro-onibus,37853
2016,6,trator rodas,3121
2016,8,trator rodas,3166
2016,8,caminhao trator,24468
2016,5,chassi plataforma,196
2013,9,outros,324
2013,8,motoneta,113777
2013,8,side-car,88
2013,8,camioneta,346739
2013,10,motocicleta,795620
2013,8,micro-onibus,32713
2013,10,semi-reboque,34104
2013,9,semi-reboque,33986
2013,8,caminhao trator,18921
2013,9,caminhao trator,18942
2009,12,ciclomotor,2515
2009,12,caminhao,133978
2021,12,motoneta,202667
2021,12,bonde,8
2019,1,outros,856
2015,11,outros,557
2015,11,quadriciclo,21
2015,12,semi-reboque,36472
2020,1,outros,866
2020,1,trator esteira,5
2017,1,camioneta,424124
2017,1,triciclo,1044
2013,12,camioneta,354927
2013,12,reboque,44503
2013,12,ciclomotor,2983
2013,12,triciclo,760
2015,1,ciclomotor,3090
2015,1,side-car,89
2015,1,motocicleta,836345
2015,1,automovel,5175182
2016,1,trator rodas,3104
2016,1,triciclo,943
2016,1,bonde,8
2022,1,outros,979
2022,2,trator esteira,5
2022,1,caminhao trator,34085
2019,9,onibus,46758
2019,9,motoneta,173236
2019,9,triciclo,1272
2019,9,ciclomotor,4148
2019,10,semi-reboque,39641
2019,10,trator rodas,3339
2019,9,chassi plataforma,199
2019,10,chassi plataforma,200
2011,1,outros,278
2011,1,side-car,86
2011,1,automovel,4623548
2011,10,outros,284
2011,10,side-car,87
2011,9,automovel,4715956
2011,9,camioneta,303550
2011,10,semi-reboque,31655
2012,9,side-car,88
2012,7,triciclo,686
2012,7,automovel,4806460
2012,8,ciclomotor,2727
2012,7,semi-reboque,32626
2012,9,trator esteira,4
2012,9,caminhao trator,18836
2016,12,onibus,44242
2016,12,ciclomotor,3504
2016,12,trator esteira,4
2003,5,reboque,32011
2003,6,caminhonete,106754
2003,6,quadriciclo,26
2003,5,semi-reboque,19317
2003,4,semi-reboque,19270
2003,5,trator rodas,1482
2003,5,chassi plataforma,576
2004,2,automovel,3386210
2010,2,camioneta,267277
2010,1,caminhonete,332740
2010,1,motocicleta,657841
2010,1,trator rodas,2277
2019,11,bonde,8
2019,11,automovel,5863334
2019,11,camioneta,482842
2018,9,side-car,92
2018,8,camioneta,457967
2018,8,utilitario,128093
2018,9,motocicleta,951514
2006,12,automovel,3791607
2006,11,micro-onibus,26710
2003,11,onibus,30329
2003,12,onibus,31149
2003,12,automovel,3375774
2003,11,utilitario,2174
2003,12,caminhonete,112485
2010,11,reboque,40646
2010,11,caminhao,129279
2010,11,triciclo,547
2010,11,motocicleta,701396
2010,12,semi-reboque,30008
2008,8,bonde,21
2008,9,triciclo,298
2008,8,camioneta,239485
2008,9,trator rodas,1976
2016,10,outros,618
2016,10,caminhao,127097
2016,9,quadriciclo,21
2012,2,reboque,42253
2012,1,triciclo,659
2012,1,automovel,4746573
2012,2,camioneta,315027
2022,11,onibus,50139
2022,12,automovel,6094036
2022,11,caminhonete,563810
2022,11,micro-onibus,41749
2014,8,camioneta,372100
2014,9,utilitario,83522
2014,9,trator esteira,4
2003,2,bonde,19
2003,1,reboque,32067
2003,3,side-car,31
2003,3,triciclo,103
2003,1,caminhonete,77815
2003,3,motocicleta,263626
2003,2,quadriciclo,26
2003,2,semi-reboque,18730
2003,2,trator esteira,4
2005,4,bonde,19
2005,4,triciclo,182
2005,3,ciclomotor,2407
2005,2,utilitario,5978
2005,4,utilitario,6430
2005,4,trator rodas,1557
2005,4,trator esteira,3
2005,4,caminhao trator,13130
2005,2,chassi plataforma,679
2005,4,chassi plataforma,713
2020,2,bonde,8
2020,4,caminhao,136678
2020,2,quadriciclo,41
2020,4,micro-onibus,40162
2020,4,semi-reboque,40344
2011,2,bonde,10
2011,4,outros,280
2011,3,semi-reboque,30522
2011,3,trator rodas,2615
2011,2,caminhao trator,18310
2011,2,chassi plataforma,313
2004,11,motoneta,49038
2004,10,utilitario,5269
2004,12,trator esteira,3
2023,9,camioneta,533264
2023,10,utilitario,215496
2023,11,motocicleta,1228597
2023,9,semi-reboque,49001
2023,10,semi-reboque,49417
2008,3,caminhao,130754
2008,1,side-car,81
2008,1,motocicleta,512718
2008,2,motocicleta,512718
2008,2,trator rodas,1849
2008,1,chassi plataforma,799
2008,4,utilitario,22458
2008,6,trator esteira,8
2023,8,onibus,50578
2023,6,outros,1142
2023,6,reboque,63166
2023,8,utilitario,211646
2023,6,trator rodas,3706
2023,7,trator rodas,3721
2023,7,caminhao trator,36072
2012,12,reboque,43296
2012,11,caminhao,119375
2012,12,side-car,88
2012,12,utilitario,63001
2012,10,motocicleta,772359
2012,10,trator esteira,4
2012,12,chassi plataforma,261
2004,9,bonde,17
2004,9,reboque,33956
2004,7,reboque,33703
2004,7,motoneta,48395
2004,9,side-car,66
2004,8,trator rodas,1531
2008,11,reboque,38203
2008,10,triciclo,301
2008,12,automovel,4251685
2008,10,quadriciclo,24
2008,10,micro-onibus,28577
2008,10,trator esteira,8
2008,10,caminhao trator,17206
2008,11,chassi plataforma,671
2008,10,chassi plataforma,690
2007,9,outros,182
2007,9,caminhao,127874
2007,10,side-car,80
2007,11,quadriciclo,24
2007,9,micro-onibus,27085
2007,9,trator rodas,1818
2007,12,trator rodas,1818
2007,11,caminhao trator,15733
2007,10,caminhao trator,15635
2007,9,caminhao trator,15529
2021,2,bonde,8
2021,1,outros,886
2021,1,reboque,56849
2021,4,caminhao,139664
2021,4,triciclo,1434
2021,2,automovel,5966410
2021,4,ciclomotor,4409
2021,3,quadriciclo,45
2021,4,micro-onibus,40868
2021,9,onibus,49832
2021,11,reboque,58828
2021,11,micro-onibus,40930
2021,11,trator esteira,5
2023,2,caminhao,144467
2023,2,camioneta,521873
2023,4,utilitario,204880
2023,3,motocicleta,1182284
2023,4,quadriciclo,48
2023,4,caminhao trator,35617
2010,5,outros,261
2010,4,outros,256
2010,5,motocicleta,675219
2010,5,trator rodas,2402
2010,4,trator esteira,4
2013,5,onibus,40970
2013,7,onibus,40911
2013,6,reboque,43787
2013,5,motoneta,111543
2013,5,side-car,88
2013,5,ciclomotor,2885
2013,7,quadriciclo,22
2013,5,trator rodas,2971
2016,2,caminhao,124558
2016,2,ciclomotor,3230
2006,2,reboque,35773
2006,1,utilitario,8941
2006,1,caminhonete,160187
2006,3,caminhonete,164885
2006,2,semi-reboque,21867
2006,3,semi-reboque,21931
2006,1,trator rodas,1597
2006,1,chassi plataforma,751
2006,6,outros,245
2006,4,reboque,35938
2006,5,camioneta,298610
2006,6,ciclomotor,2484
2006,4,ciclomotor,2488
2006,6,micro-onibus,26565
2006,6,chassi plataforma,770
2007,6,outros,234
2007,7,triciclo,216
2007,6,automovel,3894020
2007,6,caminhonete,204753
2007,6,motocicleta,464643
2007,6,quadriciclo,24
2007,8,quadriciclo,24
2007,6,micro-onibus,26828
2007,8,trator esteira,7
2007,8,caminhao trator,15389
2012,6,outros,286
2012,5,side-car,88
2012,4,side-car,88
2012,3,automovel,4766542
2012,6,camioneta,322445
2012,4,utilitario,56582
2012,6,motocicleta,766292
2012,6,quadriciclo,22
2012,6,semi-reboque,32481
2018,10,caminhao,132024
2018,12,automovel,5729252
2018,11,camioneta,463724
2018,12,ciclomotor,4052
2018,12,quadriciclo,40
2018,11,quadriciclo,39
2018,10,micro-onibus,38606
2018,11,semi-reboque,38747
2018,10,trator rodas,3232
2018,10,trator esteira,5
2011,12,outros,278
2011,11,motoneta,99966
2011,11,side-car,87
2011,11,camioneta,308700
2011,12,quadriciclo,22
2011,12,micro-onibus,32018
2011,11,trator rodas,2802
2017,6,onibus,44230
2017,6,reboque,49407
2017,8,automovel,5540018
2017,6,camioneta,430467
2017,6,ciclomotor,3705
2017,6,utilitario,114173
2017,7,utilitario,115096
2017,7,caminhonete,472432
2017,7,motocicleta,911963
2017,9,quadriciclo,37
2017,7,quadriciclo,37
2018,1,bonde,8
2018,3,onibus,44673
2018,3,outros,705
2018,2,caminhao,130174
2018,1,triciclo,1130
2018,2,triciclo,1140
2018,1,trator rodas,3221
2018,1,caminhao trator,26438
2018,3,chassi plataforma,194
2003,9,caminhao,115692
2003,8,motoneta,46248
2003,8,camioneta,313521
2003,8,utilitario,1915
2003,10,micro-onibus,26979
2003,10,caminhao trator,12092
2003,9,chassi plataforma,578
2019,4,caminhao,133335
2019,3,caminhao,133005
2019,3,triciclo,1237
2019,2,camioneta,469240
2019,2,quadriciclo,40
2019,2,micro-onibus,38818
2019,4,trator rodas,3266
2019,2,chassi plataforma,191
2007,4,outros,241
2007,2,outros,245
2007,2,side-car,80
2007,4,automovel,3850503
2007,2,ciclomotor,2490
2007,3,utilitario,14363
2007,5,quadriciclo,24
2007,4,quadriciclo,24
2007,2,trator esteira,7
2007,2,caminhao trator,14717
2018,6,ciclomotor,3947
2018,7,ciclomotor,3954
2018,7,utilitario,126763
2018,6,quadriciclo,39
2019,5,bonde,8
2019,8,bonde,8
2019,6,outros,852
2019,5,caminhao,133622
2019,8,triciclo,1262
2019,5,ciclomotor,4106
2019,8,caminhonete,511730
2019,6,caminhonete,508550
2019,8,quadriciclo,41
2019,8,micro-onibus,39442
2019,8,trator esteira,5
2019,6,chassi plataforma,198
2014,6,bonde,8
2014,4,outros,379
2014,6,side-car,89
2014,3,side-car,89
2014,5,motocicleta,812575
2014,4,semi-reboque,34565
2014,4,trator rodas,2992
2014,6,chassi plataforma,209
2017,11,onibus,44502
2017,10,onibus,44321
2017,12,outros,699
2017,10,side-car,91
2017,11,triciclo,1111
2017,11,camioneta,439179
2017,12,ciclomotor,3858
2017,10,caminhonete,477939
2017,11,quadriciclo,37
2017,11,micro-onibus,38143
2017,12,chassi plataforma,194
2023,1,semi-reboque,47688
2023,1,caminhao trator,35545
2023,1,trator esteira,5
2015,3,triciclo,858
2015,2,ciclomotor,3093
2015,3,ciclomotor,3103
2015,4,caminhonete,433339
2015,2,caminhonete,429170
2015,3,trator rodas,3062
2015,2,trator esteira,4
2004,6,onibus,33131
2004,5,motoneta,48084
2004,5,side-car,64
2004,4,automovel,3411465
2004,3,motocicleta,294363
2009,8,outros,238
2009,6,reboque,38971
2009,7,camioneta,255545
2009,7,utilitario,33131
2009,7,caminhonete,323743
2009,6,caminhonete,321161
2009,5,motocicleta,623847
2009,6,motocicleta,627860
2009,5,semi-reboque,27051
2020,8,onibus,48644
2020,5,triciclo,1332
2020,8,ciclomotor,4260
2020,5,motocicleta,1021392
2020,7,quadriciclo,43
2020,7,chassi plataforma,201
2022,8,outros,1268
2022,7,outros,3436
2022,7,motoneta,212876
2022,9,automovel,6067274
2022,8,camioneta,515122
2022,7,motocicleta,1129390
2005,7,motoneta,50602
2005,7,automovel,3554147
2005,6,camioneta,299119
2005,5,ciclomotor,2426
2005,8,motocicleta,346477
2005,5,quadriciclo,24
2005,6,quadriciclo,24
2005,8,quadriciclo,24
2005,5,semi-reboque,20792
2005,7,chassi plataforma,723
2015,8,caminhao,123069
2015,6,triciclo,892
2015,7,triciclo,902
2015,7,automovel,5267392
2015,6,utilitario,92477
2015,5,caminhao trator,21720
2022,6,outros,3425
2022,6,motoneta,211582
2022,6,ciclomotor,4926
2022,4,utilitario,188898
2022,6,utilitario,191902
2022,4,motocicleta,1111583
2022,4,quadriciclo,48
2022,4,micro-onibus,41204
2022,6,micro-onibus,41335
2022,4,trator rodas,3564
2022,5,trator esteira,5
2022,6,chassi plataforma,201
2014,1,outros,348
2014,1,motoneta,117394
2014,2,semi-reboque,34430
2014,2,chassi plataforma,216
2020,10,bonde,8
2020,10,motoneta,183899
2020,10,automovel,5953654
2020,12,camioneta,492985
2020,10,utilitario,162133
2020,10,quadriciclo,43
2020,12,semi-reboque,42051
2020,9,trator esteira,5
2020,9,chassi plataforma,200
2017,5,reboque,49318
2017,3,ciclomotor,3605
2017,4,utilitario,110927
2017,4,micro-onibus,37923
2017,5,trator rodas,3207
2017,3,caminhao trator,25371
2017,2,caminhao trator,25185
2017,5,caminhao trator,25579
2009,2,onibus,39336
2009,1,outros,222
2009,1,caminhao,135130
2009,4,caminhao,135001
2009,2,caminhao,135015
2009,1,trator rodas,2099
2011,5,bonde,10
2011,8,caminhao,125688
2011,6,side-car,87
2011,7,automovel,4692463
2011,8,camioneta,301065
2011,7,camioneta,299060
2011,6,ciclomotor,2574
2011,8,ciclomotor,2591
2011,5,utilitario,47399
2011,7,micro-onibus,31761
2011,8,trator rodas,2761
2011,5,trator rodas,2663
2011,8,trator esteira,5
2011,8,chassi plataforma,299
2014,11,caminhao,119530
2014,10,side-car,89
2014,11,triciclo,827
2014,12,quadriciclo,20
2014,11,semi-reboque,35430
2013,3,bonde,8
2013,3,reboque,43558
2013,2,caminhao,118163
2013,3,camioneta,336630
2013,2,ciclomotor,2826
2013,1,ciclomotor,2814
2013,2,motocicleta,778517
2013,1,motocicleta,777130
2013,2,micro-onibus,32451
2013,2,trator rodas,2919
2013,4,trator rodas,2961
2021,7,outros,904
2021,5,caminhao,139799
2021,6,motoneta,194225
2021,6,triciclo,1470
2021,7,camioneta,497885
2021,5,motocicleta,1068206
2021,5,micro-onibus,40843
2021,5,trator rodas,3482
2010,7,bonde,12
2010,10,outros,281
2010,9,triciclo,515
2010,8,ciclomotor,2537
2006,7,outros,248
2006,9,outros,250
2006,10,caminhao,123990
2006,7,triciclo,195
2006,10,camioneta,299775
2006,7,camioneta,300763
2006,7,semi-reboque,21423
2006,9,trator rodas,1654
2007,1,outros,247
2007,1,semi-reboque,23654
2023,12,ciclomotor,6068
2023,12,bonde,8
2015,10,outros,550
2015,10,caminhao,123666
2015,10,motoneta,136627
2015,9,side-car,90
2015,9,ciclomotor,3147
2015,10,caminhonete,443893
2015,10,micro-onibus,37301
2005,9,onibus,34119
2005,9,reboque,35281
2005,11,reboque,35463
2005,9,motoneta,50940
2005,11,side-car,75
2005,12,trator esteira,5
2009,9,bonde,13
2009,9,reboque,39185
2009,9,camioneta,259045
2009,9,caminhonete,327021
2009,10,trator rodas,2246
2009,9,trator esteira,6
2016,8,onibus,43936
2016,7,caminhao,126714
2016,7,camioneta,416166
2016,7,ciclomotor,3348
2016,8,ciclomotor,3379
2016,7,caminhonete,454776
2016,8,motocicleta,885622
2016,6,motocicleta,880874
2016,6,micro-onibus,37758
2013,11,reboque,44335
2013,10,motoneta,115207
2013,9,motoneta,114483
2013,10,camioneta,351438
2013,11,ciclomotor,2975
2013,11,motocicleta,797796
2013,9,motocicleta,792879
2013,10,chassi plataforma,219
2005,1,triciclo,179
2005,1,quadriciclo,25
2005,1,semi-reboque,20349
2005,1,onibus,33915
2005,1,trator esteira,3
2009,12,automovel,4475032
2019,1,side-car,92
2015,12,side-car,90
2015,11,motocicleta,863938
2015,12,trator rodas,3108
2020,1,caminhonete,520000
2017,1,automovel,5451787
2013,12,trator rodas,2975
2015,1,trator rodas,3046
2015,1,outros,467
2022,1,side-car,93
2022,1,automovel,5978727
2022,2,ciclomotor,4679
2022,2,utilitario,185444
2022,1,micro-onibus,40995
2019,10,bonde,8
2019,10,reboque,53699
2019,10,caminhonete,514794
2019,9,semi-reboque,39473
2011,1,caminhao trator,18282
2011,10,onibus,40399
2011,10,camioneta,305523
2011,10,micro-onibus,31838
2012,9,reboque,42857
2012,7,caminhao,121968
2012,8,automovel,4821033
2012,8,camioneta,325817
2012,8,semi-reboque,32895
2012,8,trator esteira,4
2012,8,caminhao trator,18903
2016,11,triciclo,1028
2016,11,caminhonete,460874
2016,11,trator rodas,3187
2016,11,chassi plataforma,196
2003,4,onibus,28171
2003,4,reboque,31943
2003,6,utilitario,1648
2003,4,utilitario,1463
2003,5,micro-onibus,27112
2003,6,micro-onibus,27130
2003,6,caminhao trator,12028
2003,4,caminhao trator,11851
2004,1,triciclo,146
2004,2,camioneta,313068
2004,2,utilitario,3799
2004,2,trator esteira,3
2010,2,onibus,39230
2010,1,outros,247
2010,2,reboque,39848
2010,1,caminhao,133319
2010,2,utilitario,36975
