ID,periodo,sinistros,envolvidos_fatal,envolvidos_grave,envolvidos_leve,envolvidos_ileso,envolvidos_na,mortes_moto,mortes_pedestre_bike,trechos,comprimento,faixas,limite_velocidade,amenidades,intersec,tipo_via,radar_proximo,mao_unica,superficie,segmento,id_trecho_agregado,coorte
2,69,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,70,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,71,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,72,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,73,2,0,0,2,0,2,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,74,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,75,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,76,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,77,1,0,0,1,0,1,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,78,2,0,0,2,0,2,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,79,2,0,0,2,0,4,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,80,1,0,0,2,0,2,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,81,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,82,1,0,0,3,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,83,1,0,0,1,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,84,2,0,0,2,0,2,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,85,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,86,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,87,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,88,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,89,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,90,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,91,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,92,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,93,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,94,1,0,0,1,0,1,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,95,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,96,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,97,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,98,1,0,0,1,0,2,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,99,1,0,0,2,0,1,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,100,1,0,0,2,0,1,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,101,1,0,0,1,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,102,1,0,0,1,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,103,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,104,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,105,1,0,0,1,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,106,1,0,0,1,0,1,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,107,1,0,0,1,0,1,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,108,1,0,0,1,0,2,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,109,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,110,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,111,1,0,0,1,0,1,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,112,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,113,1,0,0,1,0,3,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,114,1,0,0,1,0,1,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,115,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,116,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,117,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,118,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,119,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,120,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,121,2,0,0,2,0,2,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,122,1,0,0,1,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,123,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,124,0,0,0,0,0,0,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
2,125,1,0,0,1,0,2,0,0,2,470.8960406557827,3.5,50,2,30,primary,0,yes,asphalt,agregados,00049-000-004,0
3,49,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,50,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,51,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,52,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,53,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,54,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,55,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,56,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,57,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,58,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,59,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,60,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,61,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,62,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,63,1,0,0,0,0,2,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,64,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,65,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,66,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,67,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,68,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,69,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,70,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,71,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,72,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,73,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,74,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,75,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,76,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,77,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,78,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,79,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,80,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,81,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,82,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,83,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,84,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,85,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,86,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,87,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,88,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,89,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,90,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,91,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,92,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,93,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,94,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,95,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
3,96,0,0,0,0,0,0,0,0,4,274.81681272284163,5,50,4,26,trunk,1,yes,asphalt,agregados,00049-000-005,0
